"complex","target"
"acetyl-CoA carboxyltransferase","accA"
"acetyl-CoA carboxyltransferase","accD"
"RNA polymerase sigma S","rpoB"
"RNA polymerase sigma S","rpoA"
"putative transport complex, ABC superfamily","cce_2270"
"RNA polymerase sigma 54","rpoB"
"RNA polymerase sigma 54","rpoA"
"RNA polymerase sigma 19","rpoB"
"RNA polymerase sigma 19","rpoA"
"spermidine preferential ABC transporter","cce_1113"
"Ubi complex","chlM"
"Ubi complex","menG"
"NusB-S10 complex","rpsJ"
"NusB-S10 complex","nusB"
"GroEL-GroES chaperonin complex","groL"
"GroEL-GroES chaperonin complex","groS"
"excision nuclease UvrABC","uvrB"
"excision nuclease UvrABC","uvrC"
"excision nuclease UvrABC","uvrA"
"CcmABCD release complex","ccsA"
"HypA-HypB heterodimer","hypB"
"tryptophan synthase","trpA"
"tryptophan synthase","trpB"
"glutamate synthase","glsF"
"ATP synthase / thiamin triphosphate synthase","atpB1"
"ATP synthase / thiamin triphosphate synthase","atpG"
"ATP synthase / thiamin triphosphate synthase","atpH"
"primosome","priA"
"primosome","dnaG"
"Sec Holo-Translocon","secF"
"Sec Holo-Translocon","secD"
"Sec Holo-Translocon","secY"
"Sec Holo-Translocon","secG"
"Sec Holo-Translocon","secE"
"Sec Holo-Translocon","cce_1364"
"NADH:quinone oxidoreductase I, peripheral arm","ndhK"
"NADH:quinone oxidoreductase I, peripheral arm","ndhH"
"NADH:quinone oxidoreductase I, peripheral arm","ndhJ"
"NADH:quinone oxidoreductase I, peripheral arm","hoxE"
"NADH:quinone oxidoreductase I, peripheral arm","hoxF"
"NADH:quinone oxidoreductase I, peripheral arm","hoxU"
"NADH:quinone oxidoreductase I, peripheral arm","ndhI"
"ATP synthase F<sub>1</sub> complex","atpH"
"ATP synthase F<sub>1</sub> complex","atpG"
"ATP synthase F<sub>1</sub> complex","atpB1"
"McrBC restriction endonuclease","cce_1226"
"McrBC restriction endonuclease","cce_1229"
"acetolactate synthase / acetohydroxybutanoate synthase","ilvN"
"cysteine synthase complex","cysK"
"Grx4-BolA complex","cce_1811"
"Grx4-BolA complex","cce_1810"
"MutHLS complex, methyl-directed mismatch repair","mutL"
"MutHLS complex, methyl-directed mismatch repair","mutS1"
"ATP-dependent structure-specific DNA nuclease","sbcD"
"Grx4-IbaG complex","cce_1810"
"Outer Membrane Protein Assembly Complex","cce_2379"
"DNA polymerase III, holoenzyme","dnaE-n"
"DNA polymerase III, holoenzyme","cce_1671"
"DNA polymerase III, holoenzyme","holB"
"DNA polymerase III, holoenzyme","dnaX"
"N<sup>6</sup>-L-threonylcarbamoyladenine synthase","cce_4068"
"N<sup>6</sup>-L-threonylcarbamoyladenine synthase","tsaD"
"N<sup>6</sup>-L-threonylcarbamoyladenine synthase","cce_3093"
"assimilatory sulfite reductase (NADPH)","petH"
"assimilatory sulfite reductase (NADPH)","sir"
"succinyl-CoA synthetase","sucD"
"succinyl-CoA synthetase","sucC"
"aspartate carbamoyltransferase","pyrB"
"RecFOR complex","recF"
"RecFOR complex","recR"
"RecFOR complex","recO"
"ClpAXP","clpX"
"molybdopterin synthase","moaE"
"thiosulfate/sulfate ABC transporter","cysW"
"thiosulfate/sulfate ABC transporter","cysT"
"4-amino-4-deoxychorismate synthase","trpG"
"thiazole synthase","thiOG"
"DNA polymerase III, preinitiation complex","dnaX"
"DNA polymerase III, preinitiation complex","holB"
"DNA polymerase III, preinitiation complex","cce_1671"
"SecYEG translocon","secE"
"SecYEG translocon","secG"
"SecYEG translocon","secY"
"anaerobic nucleoside-triphosphate reductase activating system","cce_2540"
"5-carboxymethylaminomethyluridine-tRNA synthase [multifunctional]","mnmE"
"5-carboxymethylaminomethyluridine-tRNA synthase [multifunctional]","mnmG"
"L-methionine/D-methionine ABC transporter","cce_3525"
"exodeoxyribonuclease VII","xseA"
"exodeoxyribonuclease VII","xseB"
"Xer site-specific recombination system","cce_5039"
"DosC-DosP complex","cce_4175"
"glycine&mdash;tRNA ligase","glyS"
"glycine&mdash;tRNA ligase","glyQ"
"S6:S18 ribosomal subunit complex","rpsR"
"S6:S18 ribosomal subunit complex","rpsF"
"imidazole glycerol phosphate synthase","hisH"
"imidazole glycerol phosphate synthase","hisF"
"glycine cleavage system","gcvP"
"glycine cleavage system","gcvH"
"glycine cleavage system","gcvT"
"Sec translocon accessory complex","secD"
"Sec translocon accessory complex","secF"
"NAD-dependent dihydropyrimidine dehydrogenase","cce_4522"
"RNA polymerase, core enzyme","rpoA"
"RNA polymerase, core enzyme","rpoB"
