"complex","target"
"NADH:quinone oxidoreductase I, peripheral arm","nuoI"
"ATP synthase F<sub>1</sub> complex","atpC"
"ATP synthase F<sub>1</sub> complex","atpH"
"ATP synthase F<sub>1</sub> complex","atpA"
"ATP synthase F<sub>1</sub> complex","atpG"
"ATP synthase F<sub>1</sub> complex","atpD"
"Tap<SUP>glu</SUP>","cheA"
"Tap<SUP>glu</SUP>","cheW"
"acetolactate synthase / acetohydroxybutanoate synthase","ilvH"
"dipeptide ABC transporter","dppB"
"dipeptide ABC transporter","dppC"
"dipeptide ABC transporter","dppA"
"alkyl hydroperoxide reductase","ahpC"
"alkyl hydroperoxide reductase","ahpF"
"cysteine synthase complex","cysE"
"DNA topoisomerase IV","parE"
"DNA topoisomerase IV","parC"
"ABC exporter YbhFSR","ybhR"
"Tsr<SUP>glu-Me</SUP>","cheW"
"Tsr<SUP>glu-Me</SUP>","cheA"
"translocation and assembly module","tamB"
"translocation and assembly module","tamA"
"periplasmic nitrite reductase NrfAB","nrfA"
"periplasmic nitrite reductase NrfAB","nrfB"
"Grx4-BolA complex","bolA"
"Grx4-BolA complex","ydhD"
"ribose ABC transporter","rbsC"
"ribose ABC transporter","rbsB"
"nitrite reductase - NADH dependent","nirD"
"nitrite reductase - NADH dependent","nirB"
"ferric citrate outer membrane transport complex","exbD"
"ferric citrate outer membrane transport complex","exbB"
"ferric citrate outer membrane transport complex","tonB"
"D-galactose / methyl-&beta;-D-galactoside ABC transporter","mglA"
"D-galactose / methyl-&beta;-D-galactoside ABC transporter","mglC"
"D-galactose / methyl-&beta;-D-galactoside ABC transporter","mglB"
"MutHLS complex, methyl-directed mismatch repair","mutL"
"MutHLS complex, methyl-directed mismatch repair","mutS"
"MutHLS complex, methyl-directed mismatch repair","mutH"
"RcsB-BglJ DNA-binding transcriptional activator","bglJ"
"RcsB-BglJ DNA-binding transcriptional activator","rcsB"
"L-glutamine ABC transporter","glnP"
"L-glutamine ABC transporter","glnH"
"citrate lyase","citD"
"citrate lyase","citE"
"Trg<SUP>glu-Me</SUP>","cheA"
"Trg<SUP>glu-Me</SUP>","cheW"
"glucose-specific PTS enzyme II","crr"
"ATP-dependent structure-specific DNA nuclease","sbcC"
"ATP-dependent structure-specific DNA nuclease","sbcD"
"murein tripeptide ABC transporter","oppB"
"murein tripeptide ABC transporter","oppC"
"Grx4-IbaG complex","yrbA"
"Grx4-IbaG complex","ydhD"
"sulfurtransferase complex TusBCD","yheL"
"sulfurtransferase complex TusBCD","yheM"
"sulfurtransferase complex TusBCD","yheN"
"Tar<SUP>glu-Me</SUP>","cheA"
"Tar<SUP>glu-Me</SUP>","cheW"
"Outer Membrane Protein Assembly Complex","smpA"
"Outer Membrane Protein Assembly Complex","nlpB"
"Outer Membrane Protein Assembly Complex","yfiO"
"Outer Membrane Protein Assembly Complex","yaeT"
"Outer Membrane Protein Assembly Complex","yfgL"
"menaquinol:trimethylamine <i>N</i>-oxide oxidoreductase I","torC"
"multidrug efflux pump MdtABC-TolC","tolC"
"multidrug efflux pump MdtABC-TolC","yegO"
"multidrug efflux pump MdtABC-TolC","yegN"
"multidrug efflux pump MdtABC-TolC","mdtA"
"DNA polymerase III, holoenzyme","holE"
"DNA polymerase III, holoenzyme","dnaQ"
"DNA polymerase III, holoenzyme","dnaE"
"DNA polymerase III, holoenzyme","holA"
"DNA polymerase III, holoenzyme","holB"
"DNA polymerase III, holoenzyme","dnaX"
"DNA polymerase III, holoenzyme","dnaN"
"DNA polymerase III, holoenzyme","holD"
"DNA polymerase III, holoenzyme","holC"
"hydrogenase 2","hybA"
"hydrogenase 2","hybB"
"N<sup>6</sup>-L-threonylcarbamoyladenine synthase","yjeE"
"N<sup>6</sup>-L-threonylcarbamoyladenine synthase","gcp"
"N<sup>6</sup>-L-threonylcarbamoyladenine synthase","yeaZ"
"assimilatory sulfite reductase (NADPH)","cysJ"
"assimilatory sulfite reductase (NADPH)","cysI"
"succinyl-CoA synthetase","sucD"
"succinyl-CoA synthetase","sucC"
"aspartate carbamoyltransferase","pyrB"
"aspartate carbamoyltransferase","pyrI"
"RecFOR complex","recF"
"RecFOR complex","recR"
"RecFOR complex","recO"
"ribonucleoside-diphosphate reductase 2","nrdE"
"ribonucleoside-diphosphate reductase 2","nrdF"
"ClpAXP","clpP"
"ClpAXP","clpA"
"ClpAXP","clpX"
"anthranilate synthase","trpE"
"molybdopterin synthase","moaD"
"molybdopterin synthase","moaE"
"thiosulfate/sulfate ABC transporter","cysW"
"thiosulfate/sulfate ABC transporter","cysU"
"thiosulfate/sulfate ABC transporter","cysP"
"acetohydroxybutanoate synthase / acetolactate synthase","ilvM"
"glutathione ABC transporter","yliA"
"glutathione ABC transporter","yliB"
"glutathione ABC transporter","yliD"
"glutathione ABC transporter","yliC"
"4-amino-4-deoxychorismate synthase","pabB"
"4-amino-4-deoxychorismate synthase","pabA"
"putative oligopeptide ABC transporter","yejF"
"putative oligopeptide ABC transporter","yejB"
"putative oligopeptide ABC transporter","yejE"
"putative oligopeptide ABC transporter","yejA"
"glycine betaine ABC transporter","proV"
"glycine betaine ABC transporter","proW"
"glycine betaine ABC transporter","proX"
"The Tol-Pal Cell Envelope Complex","pal"
"The Tol-Pal Cell Envelope Complex","tolA"
"The Tol-Pal Cell Envelope Complex","tolB"
"The Tol-Pal Cell Envelope Complex","tolR"
"The Tol-Pal Cell Envelope Complex","tolQ"
"anaerobic fatty acid &beta;-oxidation complex","fadI"
"anaerobic fatty acid &beta;-oxidation complex","fadJ"
"nitrate reductase A","narG"
"thiamine ABC transporter","thiQ"
"thiamine ABC transporter","thiP"
"thiamine ABC transporter","tbpA"
"putative transport complex, ABC superfamily","yadG"
"putative transport complex, ABC superfamily","yadH"
"ferric enterobactin ABC transporter","fepC"
"ferric enterobactin ABC transporter","fepD"
"ferric enterobactin ABC transporter","fepG"
"ferric enterobactin ABC transporter","fepB"
"maltose ABC transporter","malF"
"maltose ABC transporter","malG"
"maltose ABC transporter","malE"
"HflK-HflC complex; regulator of FtsH protease","hflK"
"HflK-HflC complex; regulator of FtsH protease","hflC"
"flagellar export apparatus","flhAa"
"flagellar export apparatus","flhB"
"flagellar export apparatus","fliO"
"flagellar export apparatus","fliP"
"flagellar export apparatus","fliQ"
"flagellar export apparatus","fliR"
"flagellar export apparatus","fliH"
"flagellar export apparatus","fliI"
"flagellar export apparatus","fliJ"
"2-oxoglutarate dehydrogenase complex","sucA"
"2-oxoglutarate dehydrogenase complex","sucB"
"HigB-HigA toxin/antitoxin complex and DNA-binding transcriptional repressor","SL1344_3976"
"HigB-HigA toxin/antitoxin complex and DNA-binding transcriptional repressor","SL1344_3977"
"CcmAB","ccmB2"
"thiazole synthase","thiG"
"thiazole synthase","thiH"
"mannose-specific PTS enzyme II","SL1344_1761"
"mannose-specific PTS enzyme II","SL1344_1760"
"mannose-specific PTS enzyme II","SL1344_1759"
"putative menaquinol-cytochrome <i>c</i> reductase NrfCD","nrfD"
"putative menaquinol-cytochrome <i>c</i> reductase NrfCD","nrfC"
"DNA polymerase III, preinitiation complex","dnaX"
"DNA polymerase III, preinitiation complex","holB"
"DNA polymerase III, preinitiation complex","holA"
"SecYEG translocon","secE"
"SecYEG translocon","secG"
"SecYEG translocon","prlA"
"multidrug efflux pump AcrAB-TolC","tolC"
"formate dehydrogenase O","fdoI"
"sulfate adenylyltransferase","cysD"
"sulfate adenylyltransferase","cysN"
"ClpAP","clpP"
"ClpAP","clpA"
"ubiquinol&mdash;[NapC cytochrome <i>c</i>] reductase NapGH","napG"
"ubiquinol&mdash;[NapC cytochrome <i>c</i>] reductase NapGH","napH"
"formate dehydrogenase N, subcomplex","fdnI"
"L-valine exporter","SL1344_3990"
"DNA-binding transcriptional dual regulator IHF","himA"
"DNA-binding transcriptional dual regulator IHF","himD"
"divisome protein complex FtsEX","ftsE"
"divisome protein complex FtsEX","ftsX"
"anaerobic nucleoside-triphosphate reductase activating system","nrdD"
"anaerobic nucleoside-triphosphate reductase activating system","nrdG"
"putrescine ABC transporter","potF"
"cobalamin outer membrane transport complex","btuB"
"cobalamin outer membrane transport complex","exbD"
"cobalamin outer membrane transport complex","exbB"
"cobalamin outer membrane transport complex","tonB"
"5-carboxymethylaminomethyluridine-tRNA synthase [multifunctional]","thdF"
"5-carboxymethylaminomethyluridine-tRNA synthase [multifunctional]","gidA"
"lysine / arginine / ornithine ABC transporter","hisQ"
"lysine / arginine / ornithine ABC transporter","hisP"
"lysine / arginine / ornithine ABC transporter","hisM"
"L-methionine/D-methionine ABC transporter","yaeE"
"L-methionine/D-methionine ABC transporter","metQ"
"histidine ABC transporter","hisP"
"histidine ABC transporter","hisM"
"histidine ABC transporter","hisQ"
"L(+)-tartrate dehydratase","ttdA"
"L(+)-tartrate dehydratase","ttdB"
"exodeoxyribonuclease VII","xseA"
"exodeoxyribonuclease VII","xseB"
"sorbitol-specific PTS enzyme II","srlA"
"sorbitol-specific PTS enzyme II","srlE"
"Xer site-specific recombination system","xerC"
"Xer site-specific recombination system","xerD"
"FlhDC DNA-binding transcriptional dual regulator","flhD"
"FlhDC DNA-binding transcriptional dual regulator","flhC"
"glycine&mdash;tRNA ligase","glyS"
"glycine&mdash;tRNA ligase","glyQ"
"S6:S18 ribosomal subunit complex","rpsR"
"S6:S18 ribosomal subunit complex","rpsF"
"imidazole glycerol phosphate synthase","hisH"
"imidazole glycerol phosphate synthase","hisF"
"glycine cleavage system","gcvP"
"glycine cleavage system","gcvH"
"glycine cleavage system","gcvT"
"Sec translocon accessory complex","secD"
"Sec translocon accessory complex","secF"
"Sec translocon accessory complex","yajC"
"NAD-dependent dihydropyrimidine dehydrogenase","SL1344_2163"
"NAD-dependent dihydropyrimidine dehydrogenase","yeiA"
"fumarate reductase","frdB"
"fumarate reductase","frdC"
"fumarate reductase","frdD"
"CRISPR-associated complex for antiviral defense","casA"
"CRISPR-associated complex for antiviral defense","yghJ"
"CRISPR-associated complex for antiviral defense","cas5e"
"CRISPR-associated complex for antiviral defense","ygcH"
"aerobic fatty acid oxidation complex","fadB"
"RNA polymerase, core enzyme","pez"
"RNA polymerase, core enzyme","rpoC"
