"complex","target"
"RNA polymerase sigma 28","fliA_1"
"RNA polymerase sigma 28","rpoB"
"RNA polymerase sigma 28","rpoC"
"RNA polymerase sigma 28","rpoA"
"RNA polymerase sigma 24","rpoB"
"RNA polymerase sigma 24","rpoC"
"RNA polymerase sigma 24","rpoA"
"DNA gyrase","gyrB_2"
"RNA polymerase sigma 32","rpoB"
"RNA polymerase sigma 32","rpoC"
"RNA polymerase sigma 32","rpoA"
"acetyl-CoA carboxyltransferase","accA"
"acetyl-CoA carboxyltransferase","accD"
"RNA polymerase sigma S","rpoB"
"RNA polymerase sigma S","rpoC"
"RNA polymerase sigma S","rpoA"
"RNA polymerase sigma 54","rpoB"
"RNA polymerase sigma 54","rpoC"
"RNA polymerase sigma 54","rpoA"
"RNA polymerase sigma 54","rpoN"
"RNA polymerase sigma 19","rpoB"
"RNA polymerase sigma 19","rpoC"
"RNA polymerase sigma 19","rpoA"
"Zn<sup>2+</sup> ABC transporter","znuC"
"Zn<sup>2+</sup> ABC transporter","znuB"
"chemotaxis signaling complex - ribose/galactose/glucose sensing","cheA"
"Tsr<SUP>glu</SUP>","cheA"
"metalloprotease TldDE","KSMBR1_2859"
"chemotaxis signaling complex - aspartate sensing","cheA"
"Ubi complex","menH"
"Trg<SUP>glu</SUP>","cheA"
"NusB-S10 complex","rpsJ"
"GroEL-GroES chaperonin complex","groEL"
"excision nuclease UvrABC","uvrB"
"excision nuclease UvrABC","uvrC"
"excision nuclease UvrABC","uvrA"
"chemotaxis signaling complex - serine sensing","cheA"
"HypA-HypB heterodimer","KsCSTR_01860"
"tryptophan synthase","trpA"
"tryptophan synthase","trpB"
"Tar<SUP>glu</SUP>","cheA"
"ATP synthase / thiamin triphosphate synthase","atpD"
"ATP synthase / thiamin triphosphate synthase","atpG"
"ATP synthase / thiamin triphosphate synthase","atpH"
"ATP synthase / thiamin triphosphate synthase","atpC"
"primosome","dnaB"
"primosome","priA"
"primosome","dnaG"
"Sec Holo-Translocon","KsCSTR_05340"
"Sec Holo-Translocon","secD"
"Sec Holo-Translocon","secY"
"Sec Holo-Translocon","yidC"
"NADH:quinone oxidoreductase I, peripheral arm","nuoE"
"NADH:quinone oxidoreductase I, peripheral arm","nuoG"
"ATP synthase F<sub>1</sub> complex","atpC"
"ATP synthase F<sub>1</sub> complex","atpH"
"ATP synthase F<sub>1</sub> complex","atpG"
"ATP synthase F<sub>1</sub> complex","atpD"
"Tap<SUP>glu</SUP>","cheA"
"acetolactate synthase / acetohydroxybutanoate synthase","ilvN"
"PaaF-PaaG hydratase-isomerase complex","KsCSTR_26670"
"alkyl hydroperoxide reductase","KSMBR1_2221"
"cysteine synthase complex","cysE"
"ABC exporter YbhFSR","KSMBR1_3839"
"Tsr<SUP>glu-Me</SUP>","cheA"
"MutHLS complex, methyl-directed mismatch repair","mutL"
"MutHLS complex, methyl-directed mismatch repair","mutS"
"L-glutamine ABC transporter","yecS"
"Trg<SUP>glu-Me</SUP>","cheA"
"Tar<SUP>glu-Me</SUP>","cheA"
"Outer Membrane Protein Assembly Complex","KSMBR1_1201"
"Outer Membrane Protein Assembly Complex","omp85"
"DNA polymerase III, holoenzyme","holA"
"DNA polymerase III, holoenzyme","dnaX"
"DNA polymerase III, holoenzyme","dnaN"
"N<sup>6</sup>-L-threonylcarbamoyladenine synthase","yjeE"
"N<sup>6</sup>-L-threonylcarbamoyladenine synthase","gcp"
"N<sup>6</sup>-L-threonylcarbamoyladenine synthase","KSMBR1_0117"
"succinyl-CoA synthetase","sucD"
"succinyl-CoA synthetase","sucC"
"aspartate carbamoyltransferase","pyrB"
"aspartate carbamoyltransferase","pyrI"
"RecFOR complex","recR"
"RecFOR complex","recO"
"ribonucleoside-diphosphate reductase 2","nrdA"
"ClpAXP","clpP"
"ClpAXP","ClpX"
"molybdopterin synthase","moaD"
"thiosulfate/sulfate ABC transporter","KsCSTR_04440"
"4-amino-4-deoxychorismate synthase","trpG"
"The Tol-Pal Cell Envelope Complex","KSMBR1_3243"
"HflK-HflC complex; regulator of FtsH protease","hflK"
"HflK-HflC complex; regulator of FtsH protease","KSMBR1_2413"
"flagellar export apparatus","flhB_1"
"flagellar export apparatus","fliQ"
"flagellar export apparatus","fliR"
"flagellar export apparatus","fliI"
"2-oxoglutarate dehydrogenase complex","sucB"
"thiazole synthase","thiG"
"thiazole synthase","thiH"
"DNA polymerase III, preinitiation complex","dnaX"
"DNA polymerase III, preinitiation complex","holA"
"SecYEG translocon","secY"
"ClpAP","clpP"
"ubiquinol&mdash;[NapC cytochrome <i>c</i>] reductase NapGH","KsCSTR_44970"
"anaerobic nucleoside-triphosphate reductase activating system","nrdD"
"cobalamin outer membrane transport complex","KSMBR1_3568"
"5-carboxymethylaminomethyluridine-tRNA synthase [multifunctional]","gidA"
"exodeoxyribonuclease VII","xseA"
"exodeoxyribonuclease VII","xseB"
"Xer site-specific recombination system","xerD_2"
"<i>p</i>-aminobenzoyl-glutamate hydrolase","cpg2"
"glycine&mdash;tRNA ligase","glyS"
"glycine&mdash;tRNA ligase","glyQ_2"
"S6:S18 ribosomal subunit complex","rpsR"
"imidazole glycerol phosphate synthase","hisH"
"imidazole glycerol phosphate synthase","hisF"
"glycine cleavage system","gcvPB"
"glycine cleavage system","gcvPA"
"glycine cleavage system","gcvH"
"glycine cleavage system","gcvT"
"Sec translocon accessory complex","secD"
"Sec translocon accessory complex","KsCSTR_05340"
"Type II secretion system","pulD"
"Type II secretion system","gspG"
"RNA polymerase, core enzyme","rpoA"
"RNA polymerase, core enzyme","rpoC"
"RNA polymerase, core enzyme","rpoB"
