"complex","target"
"Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)","A0A0D3AMX0"
"Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)","A0A0D3DQ30"
"Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)","A0A0D3DD89"
"snRNP-free U1A (SF-A) complex","A0A0D3CCK2"
"Histone H3.1 complex","A0A0D3BF18"
"Histone H3.3 complex","A0A0D3BGT3"
"FA complex (Fanconi anemia complex)","A0A0D3BEN3"
"Integrator complex","A0A0D3CLT9"
"DSS1 complex","A0A0D3CLT9"
"Integrator-RNAPII complex","A0A0D2ZXG4"
"Integrator-RNAPII complex","A0A0D3CLT9"
"Paf complex","A0A0D3CH49"
"Paf complex","A0A0D3BDI8"
"Paf complex","A0A0D3EIB3"
"Paf complex","A0A0D3B5T4"
"SKI complex","A0A0D3D178"
"C complex spliceosome","A0A0D3C3B8"
"C complex spliceosome","A0A0D3CBY2"
"C complex spliceosome","A0A0D3D3M9"
"C complex spliceosome","A0A0D3CCK2"
"C complex spliceosome","A0A0D3BSU4"
"C complex spliceosome","A0A0D3A2C1"
"C complex spliceosome","A0A0D3AKU7"
"C complex spliceosome","A0A0D3BTX5"
"C complex spliceosome","A0A0D3BF09"
"C complex spliceosome","A0A0D3DVP3"
"CDC5L core complex","A0A0D3AS15"
"CDC5L complex","A0A0D3E397"
"CDC5L complex","A0A0D3BTX5"
"CDC5L complex","A0A0D3AS15"
"DNA double-strand break end-joining complex","A0A0D3CN78"
"DNA double-strand break end-joining complex","A0A0D3CAW7"
"DNA double-strand break end-joining complex","A0A0D3DJV7"
"DNA double-strand break end-joining complex","A0A0D3EC18"
"DNA double-strand break end-joining complex","A0A0D3B4H3"
"RNA pol II containing coactivator complex Tat-SF","A0A0D3E8I1"
"Rap1 complex","A0A0D3CAW7"
"Rap1 complex","A0A0D3DJV7"
"Rap1 complex","A0A0D3B4H3"
"Exon junction complex (mRNA splicing-dependent)","A0A0D3BTX5"
"Oligosaccharyltransferase complex (Stt3A variant)","A0A0D3A4S1"
"Oligosaccharyltransferase complex (Stt3B variant)","A0A0D3A4S1"
"Oligosaccharyltransferase OSTC-I","A0A0D3A4S1"
"Oligosaccharyltransferase OSTC-II","A0A0D3A4S1"
"Oligosaccharyltransferase OSTC-III","A0A0D3A4S1"
"Ubiquitin E3 ligase (DET1, DDB1, CUL4A, RBX1, COP1)","A0A0D3B7Y6"
"TRF2-Ku complex","A0A0D3CAW7"
"TRF2-Ku complex","A0A0D3DJV7"
"H2AX complex, isolated from cells without IR exposure","A0A0D2ZR27"
"H2AX complex, isolated from cells without IR exposure","A0A0D3DC48"
"H2AX complex I","A0A0D2ZR27"
"H2AX complex II","A0A0D2ZR27"
"WINAC complex","A0A0D3CJ92"
"EBAFb complex","A0A0D3CJ92"
"EBAFa complex","A0A0D3CJ92"
"Menin-associated histone methyltransferase complex","A0A0D2ZXG4"
"Menin-associated histone methyltransferase complex","A0A0D3CQ00"
"MLL-HCF complex","A0A0D3CQ00"
"ALL-1 supercomplex","A0A0D3CJ92"
"ALL-1 supercomplex","A0A0D3DD89"
"Chromatin assembly complex (CAF-1 complex)","A0A0D3BF18"
"SRm160/300 complex","A0A0D3D8E0"
"SRm160/300 complex","A0A0D3BTX5"
"Large Drosha complex","A0A0D3CCK2"
"ING4 complex (ING4, JADE1, KAT7, MEAF6)","A0A0D3BYP2"
"Elongator holo complex","A0A0D3CL87"
"Elongator holo complex","A0A0D3B7Q8"
"ASCOM complex","A0A0D3CQ00"
"NCOR1 complex","A0A0D3CJ92"
"Vigilin-DNA-PK-Ku antigen complex","A0A0D3CAW7"
"Vigilin-DNA-PK-Ku antigen complex","A0A0D3DJV7"
"FA core complex (Fanconi anemia core complex)","A0A0D3BEN3"
"TLE1 corepressor complex (MASH1 promoter-corepressor complex)","A0A0D3B4H3"
"SF3A1-SF3A2-SF3A3 complex","A0A0D3BSU4"
"SF3b complex","A0A0D3E397"
"SF3b complex","A0A0D3D5I3"
"SF3b complex","A0A0D3B0S2"
"BUB1-BUB3 complex","A0A0D3DWC3"
"COP9 signalosome complex","A0A0D3BMD2"
"Kaiso-NCOR complex","A0A0D3C4S5"
"MCM8-ORC2-CDC6 complex","A0A0D3BR67"
"BRCA1-IRIS-pre-replication complex","A0A0D3E8D0"
"BARD1-BRCA1-CSTF complex","A0A0D3DQ30"
"MDC1-MRN-ATM-FANCD2 complex","A0A0D3CN78"
"MDC1-MRN-ATM-FANCD2 complex","A0A0D3BGD4"
"MDC1-MRN-ATM-FANCD2 complex","A0A0D3B4H3"
"MDC1-MRN-ATM-FANCD2 complex","A0A0D3DLW2"
"MDC1-MRE11-RAD50-NBS1 complex","A0A0D3CN78"
"MDC1-MRE11-RAD50-NBS1 complex","A0A0D3B4H3"
"MSH2/6-BLM-p53-RAD51 complex","A0A0D3BBZ6"
"MutS-alpha-PK-zeta complex","A0A0D3BBZ6"
"BLM-RAD51L3-XRCC2 complex","A0A0D3E258"
"PCNA complex","A0A0D3DFU9"
"ASF1-interacting protein complex","A0A0D3BGT3"
"ASF1-interacting protein complex","A0A0D3BF18"
"ASF1-histone containing complex","A0A0D3BF18"
"Dynactin complex (DCTN1, DCTN2, DCTN3, DCTN4, DCTN6, CAPZA1, CAPZB, ACTR1A)","A0A0D3CZX9"
"ERBB2-MEMO-SHC complex","A0A0D3C215"
"PKC-alpha-PLD1-PLC-gamma-2 signaling complex, lacritin stimulated","A0A0D3AFG5"
"Class C VPS/HOPS complex","A0A0D3B5I6"
"Class C VPS/HOPS complex","A0A0D3D4G4"
"POLR2A-CCNT1-CDK9-NCL-LEM6-CPSF2 complex","A0A0D3DD89"
"Transcription elongation factor complex (SUPT5H, CDK9, CCNT1)","A0A0D3E8I1"
"ESR1-CDK7-CCNH-MNAT1-MTA1-HDAC2 complex","A0A0D3BM46"
"RNA polymerase II (RNAPII)","A0A0D2ZXG4"
"RNA polymerase II (RNAPII)","A0A0D3DUD8"
"BRCA1-core RNA polymerase II complex","A0A0D2ZXG4"
"BRCA1-core RNA polymerase II complex","A0A0D3DUD8"
"HCF-1 complex","A0A0D3EAE6"
"HCF-1 complex","A0A0D3CQ00"
"ATM-NBN complex","A0A0D3CN78"
"ATM-NBN complex","A0A0D3BGD4"
"Set1B complex","A0A0D3CQ00"
"Set1A complex","A0A0D3CQ00"
"BLM complex II","A0A0D3DFU9"
"FA complex (Fanconi anemia complex)","A0A0D3DFU9"
"17S U2 snRNP","A0A0D3E1E5"
"17S U2 snRNP","A0A0D3CJT1"
"17S U2 snRNP","A0A0D3E397"
"17S U2 snRNP","A0A0D3BSU4"
"17S U2 snRNP","A0A0D3A2X8"
"17S U2 snRNP","A0A0D3D5I3"
"17S U2 snRNP","A0A0D3B0S2"
"TERF2-RAP1 complex","A0A0D3CAW7"
"TERF2-RAP1 complex","A0A0D3DJV7"
"TERF2-RAP1 complex","A0A0D3B4H3"
"MDC1-H2AFX-TP53BP1 complex","A0A0D2ZR27"
"RAD50-BRCA1 complex","A0A0D3B4H3"
"MCM4-MCM6-MCM7 complex","A0A0D3BDZ0"
"MCM2-MCM4-MCM6-MCM7 complex","A0A0D3BDZ0"
"CTF18-cohesion-RFC complex","A0A0D3BPV9"
"CTF18-CTF8-DCC1 complex","A0A0D3BPV9"
"RPAP1-RPB2-RPB3 complex","A0A0D2ZXG4"
"BRCA1-BARD1-BACH1-DNA damage complex II","A0A0D3CN78"
"BRCA1-BARD1-BACH1-DNA damage complex II","A0A0D3B4H3"
"BRCA1-BARD1-BACH1-DNA damage complex I","A0A0D3B8C0"
"BRCA1-RNA polymerase II complex","A0A0D2ZXG4"
"BRCA1-RNA polymerase II complex","A0A0D3DUD8"
"BRCA1-RNA polymerase II complex","A0A0D3A7F5"
"SRm160-SRm300 complex","A0A0D3BTX5"
"ING4 complex (ING4, JADE2, KAT7, MEAF6)","A0A0D3BYP2"
"ING4 complex (ING4, JADE3, KAT7, MEAF6)","A0A0D3BYP2"
"Brg1-based SWI/SNF complex","A0A0D3CJ92"
"NuA4/Tip60 HAT complex","A0A0D3BYP2"
"ING5 complex (ING5, JADE1, KAT7, MEAF6)","A0A0D3BYP2"
"ING5 (BRPF1, MOZ, MORF) complex","A0A0D3BYP2"
"DSIF complex (DRB sensitivity-inducing factor complex)","A0A0D3E8I1"
"Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial","A0A0D3AIN0"
"Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial","A0A0D3BXZ7"
"Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial","A0A0D3E3M6"
"Respiratory chain complex I (incomplete intermediate ND1, ND2, ND3, CIA30 assembly), mitochondrial","A0A0D3BXZ7"
