"complex","target"
"CD28-transactivation complex","cd28"
"CD28-transactivation complex","XELAEV_18029577mg"
"Anaphase-promoting complex","cdc27"
"Anaphase-promoting complex","cdc16"
"Anaphase-promoting complex","anapc1"
"Anaphase-promoting complex","anapc7"
"Anaphase-promoting complex","XELAEV_18007829mg"
"Anaphase-promoting complex","anapc2"
"Ku antigen-NARG1 complex","XELAEV_18023498mg"
"Ku antigen-NARG1 complex","XELAEV_18044412mg"
"Anaphase-promoting complex","anapc10"
"hNURF complex","XELAEV_18012612mg"
"RNA polymerase II holoenzyme complex","polr2d"
"RNA polymerase II holoenzyme complex","gtf2f2"
"RNA polymerase II holoenzyme complex","ercc2"
"RNA polymerase II holoenzyme complex","polr2c"
"RNA polymerase II holoenzyme complex","polr2e"
"RNA polymerase II holoenzyme complex","ercc3"
"RNA polymerase II holoenzyme complex","polr2a"
"RNA polymerase II holoenzyme complex","gtf2e1"
"RNA polymerase II holoenzyme complex","gtf2f1"
"RNA polymerase II holoenzyme complex","polr2k"
"RNA polymerase II holoenzyme complex","polr2f"
"RNA polymerase II holoenzyme complex","polr2g"
"RNA polymerase II holoenzyme complex","gtf2h3"
"RNA polymerase II holoenzyme complex","gtf2h4"
"RNA polymerase II core complex","polr2d"
"RNA polymerase II core complex","polr2c"
"RNA polymerase II core complex","polr2e"
"RNA polymerase II core complex","polr2a"
"RNA polymerase II core complex","polr2k"
"RNA polymerase II core complex","polr2f"
"RNA polymerase II core complex","polr2g"
"TFIIH transcription factor complex","ercc2"
"TFIIH transcription factor complex","ercc3"
"TFIIH transcription factor complex","XELAEV_18008207mg"
"TFIIH transcription factor complex","ccnh-A"
"TFIIH transcription factor complex","gtf2h3"
"TFIIH transcription factor complex","gtf2h4"
"Prefoldin complex","pfdn6"
"Prefoldin complex","XELAEV_18042925mg"
"SNAPc (small nuclear RNA-activating protein) complex","snapc5"
"SNAPc (small nuclear RNA-activating protein) complex","snapc2"
"SNAPc (small nuclear RNA-activating protein) complex","snapc1"
"SNAPc (small nuclear RNA-activating protein) complex","XELAEV_18038311mg"
"SNAPc (small nuclear RNA-activating protein) complex","snapc3"
"Polycomb repressive complex 1 (PRC1, hPRC-H)","phc1"
"Polycomb repressive complex 1 (PRC1, hPRC-H)","cbx2"
"Polycomb repressive complex 1 (PRC1, hPRC-H)","XELAEV_18027594mg"
"Polycomb repressive complex 1 (PRC1, hPRC-H)","scmh1"
"Polycomb repressive complex 1 (PRC1, hPRC-H)","cbx8"
"GPI-GnT activity complex","piga"
"GPI-GnT activity complex","XELAEV_18026818mg"
"Lymphotoxin beta receptor complex","lta"
"Lymphotoxin beta receptor complex","XELAEV_18034426mg"
"Rnase/Mrp complex","pop7"
"Rnase/Mrp complex","XELAEV_18031595mg"
"Rnase/Mrp complex","pop4"
"Rnase/Mrp complex","rpp38"
"Rnase/Mrp complex","XELAEV_18034759mg"
"Rnase/Mrp complex","XELAEV_18007562mg"
"Rnase/Mrp complex","XELAEV_18032226mg"
"Rnase/Mrp complex","rpp25"
"RGS9-GNB5-GNAT1-R9AP complex","XELAEV_180182011mg"
"RGS9-GNB5-GNAT1-R9AP complex","XELAEV_18022746mg"
"CCT complex (chaperonin containing TCP1 complex)","XELAEV_18042878mg"
"CCT complex (chaperonin containing TCP1 complex)","cct4"
"CCT complex (chaperonin containing TCP1 complex)","cct2"
"NDC80 kinetochore complex","spc24"
"NDC80 kinetochore complex","spc25"
"PIDDsome complex","cradd.2"
"E-box sequence-binding complex","lmo2"
"CD147-gamma-secretase complex","bsg"
"CD147-gamma-secretase complex","ncstn"
"CD147-gamma-secretase complex","psenen"
"APP-APBB1-LRP1 complex","apbb1"
"Gamma-BAR-AP1 complex","XELAEV_18011622mg"
"Gamma-BAR-AP1 complex","ap1ar"
"CCT-Prefoldin complex","pfdn6"
"CCT-Prefoldin complex","cct4"
"CCT-Prefoldin complex","XELAEV_18042878mg"
"CCT-Prefoldin complex","cct2"
"CCT-Prefoldin complex","XELAEV_18042925mg"
"PBAF complex (Polybromo- and BAF containing complex)","actl6a"
"PBAF complex (Polybromo- and BAF containing complex)","actb"
"PBAF complex (Polybromo- and BAF containing complex)","arid2"
"CCT complex (chaperonin containing TCP1 complex), testis specific","cct4"
"CCT complex (chaperonin containing TCP1 complex), testis specific","XELAEV_18042878mg"
"CCT complex (chaperonin containing TCP1 complex), testis specific","cct2"
"TFIIE complex","gtf2e1"
"TFIIF complex (transcription factor IIF)","gtf2f2"
"TFIIF complex (transcription factor IIF)","gtf2f1"
"Retrotranslocation complex","gemin4"
"Condensin I-PARP-1-XRCC1 complex","smc2"
"Condensin I-PARP-1-XRCC1 complex","parp1"
"Condensin I-PARP-1-XRCC1 complex","XELAEV_18036235mg"
"Condensin I-PARP-1-XRCC1 complex","XELAEV_18036724mg"
"Condensin I-PARP-1-XRCC1 complex","XELAEV_18005164mg"
"Condensin I-PARP-1-XRCC1 complex","XELAEV_18027647mg"
"Condensin II","smc2"
"Condensin II","XELAEV_18035230mg"
"Condensin II","ncapg2"
"Condensin II","XELAEV_18027647mg"
"COG complex","cog7"
"COG complex","cog2"
"COG complex","cog1"
"COG complex","cog3"
"COG complex","cog8"
"COG complex","cog4"
"COG complex","cog5"
"MRN complex (MRE11-RAD50-NBN complex)","XELAEV_18032172mg"
"MRN complex (MRE11-RAD50-NBN complex)","rad50"
"OGT-TRAK1-TRAK2 complex","ogt"
"Respiratory chain complex I (holoenzyme), mitochondrial","ndufab1"
"Respiratory chain complex I (holoenzyme), mitochondrial","ndufa1"
"Respiratory chain complex I (holoenzyme), mitochondrial","ndufb5"
"Respiratory chain complex I (holoenzyme), mitochondrial","ndufb3"
"Respiratory chain complex I (holoenzyme), mitochondrial","XELAEV_18016999mg"
"Respiratory chain complex I (holoenzyme), mitochondrial","ndufs5"
"Respiratory chain complex I (holoenzyme), mitochondrial","ndufs6"
"Respiratory chain complex I (holoenzyme), mitochondrial","ndufb1"
"Respiratory chain complex I (holoenzyme), mitochondrial","ndufb6"
"Respiratory chain complex I (holoenzyme), mitochondrial","ndufb2"
"Respiratory chain complex I (holoenzyme), mitochondrial","ndufa7"
"Respiratory chain complex I (holoenzyme), mitochondrial","ndufv2"
"Respiratory chain complex I (holoenzyme), mitochondrial","ndufv1"
"Respiratory chain complex I (holoenzyme), mitochondrial","ndufa8"
"Respiratory chain complex I (holoenzyme), mitochondrial","ndufa6"
"Respiratory chain complex I (holoenzyme), mitochondrial","ndufa5"
"Respiratory chain complex I (holoenzyme), mitochondrial","ndufa9"
"Respiratory chain complex I (holoenzyme), mitochondrial","ndufa11"
"Respiratory chain complex I (holoenzyme), mitochondrial","XELAEV_18038121mg"
"Respiratory chain complex I (holoenzyme), mitochondrial","ndufb9"
"PNUTS-PP1 complex","ppp1r10"
"26S proteasome","psmb1"
"26S proteasome","psma2"
"26S proteasome","psma5"
"26S proteasome","psmb6"
"26S proteasome","psmc2"
"26S proteasome","XELAEV_180380571mg"
"26S proteasome","psmc5"
"26S proteasome","XELAEV_18041232mg"
"26S proteasome","XELAEV_18024326mg"
"Wave-2 complex","wasf2"
"BAF complex","actl6a"
"BAF complex","actb"
"BAF complex","XELAEV_18043709mg"
"Mitotic checkpoint complex (MCC)","bub3"
"20S proteasome","psmb1"
"20S proteasome","psma2"
"20S proteasome","psma5"
"20S proteasome","psmb6"
"PA28-20S proteasome","psmb1"
"PA28-20S proteasome","psma2"
"PA28-20S proteasome","psma5"
"PA28-20S proteasome","psmb6"
"PA700-20S-PA28 complex","psmd11"
"PA700-20S-PA28 complex","psmd9"
"PA700-20S-PA28 complex","psmd14"
"PA700-20S-PA28 complex","psmb1"
"PA700-20S-PA28 complex","psma2"
"PA700-20S-PA28 complex","psma5"
"PA700-20S-PA28 complex","psmb6"
"PA700-20S-PA28 complex","psmc2"
"PA700-20S-PA28 complex","XELAEV_180380571mg"
"PA700-20S-PA28 complex","psmd7"
"PA700-20S-PA28 complex","psmc5"
"PA700-20S-PA28 complex","XELAEV_18041232mg"
"PA700-20S-PA28 complex","psmd5"
"PA700-20S-PA28 complex","XELAEV_18029570mg"
"PA700-20S-PA28 complex","XELAEV_18024326mg"
"PA28gamma-20S proteasome","psmb1"
"PA28gamma-20S proteasome","psma2"
"PA28gamma-20S proteasome","psma5"
"PA28gamma-20S proteasome","psmb6"
"PA28gamma-20S proteasome","psme3"
"HUIC complex","XELAEV_18043845mg"
"Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2, RBX1)","cul2"
"Ubiquitin E3 ligase (ASB2, TCEB1, TCEB2, CUL5, RNF7)","cul5"
"Ubiquitin E3 ligase (ASB2, TCEB1, TCEB2, CUL5, RNF7)","rnf7"
"Ubiquitin E3 ligase (ASB1, TCEB1, TCEB2, CUL5, RNF7)","cul5"
"Ubiquitin E3 ligase (ASB1, TCEB1, TCEB2, CUL5, RNF7)","rnf7"
"Ubiquitin E3 ligase (ASB1, TCEB1, TCEB2, CUL5, RNF7)","asb1"
"Ubiquitin E3 ligase (ASB6, TCEB1, TCEB2, CUL5, RNF7)","cul5"
"Ubiquitin E3 ligase (ASB6, TCEB1, TCEB2, CUL5, RNF7)","asb6"
"Ubiquitin E3 ligase (ASB6, TCEB1, TCEB2, CUL5, RNF7)","rnf7"
"Ubiquitin E3 ligase (ASB7, TCEB1, TCEB2, CUL5, RNF7)","cul5"
"Ubiquitin E3 ligase (ASB7, TCEB1, TCEB2, CUL5, RNF7)","asb7"
"Ubiquitin E3 ligase (ASB7, TCEB1, TCEB2, CUL5, RNF7)","rnf7"
"Ubiquitin E3 ligase (ASB12, TCEB1, TCEB2, CUL5, RNF7)","cul5"
"Ubiquitin E3 ligase (ASB12, TCEB1, TCEB2, CUL5, RNF7)","rnf7"
"DNA ligase IV-XRCC1 complex","XELAEV_18036235mg"
"DNA ligase IV-XRCC1 complex","lig4"
"Ubiquitin E3 ligase (WSB1, TCEB1, TCEB2, CUL5, RBX1)","cul5"
"Ubiquitin E3 ligase (WSB1, TCEB1, TCEB2, CUL5, RBX1)","wsb1"
"ARF-Mule complex","XELAEV_18041759mg"
"CAND1-CUL2-RBX1 complex","cul2"
"CAND1-CUL3-RBX1 complex","cul3"
"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1)","skp1"
"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1)","XELAEV_18008360mg"
"Ubiquitin E3 ligase (SKP1A, BTRC, CUL1)","skp1"
"SMCC complex","med24"
"SMCC complex","med6"
"SMCC complex","ccnc"
"SMCC complex","XELAEV_18019731mg"
"NAT complex","med6"
"NAT complex","ccnc"
"NAT complex","XELAEV_18019731mg"
"NAT complex","med10"
"NAT complex","XELAEV_18026970mg"
"Mediator complex","MED19"
"Mediator complex","med24"
"Mediator complex","med6"
"Mediator complex","med26"
"Mediator complex","ccnc"
"Mediator complex","XELAEV_18019731mg"
"Mediator complex","med22"
"Mediator complex","XELAEV_18038409mg"
"Mediator complex","med13l"
"Mediator complex","med25"
"Mediator complex","MED8"
"Mediator complex","med30"
"Mediator complex","med10"
"Mediator complex","med20"
"Mediator complex","med17"
"Mediator complex","med29"
"Mediator complex","med11"
"Mediator complex","med13"
"Mediator complex","XELAEV_18026970mg"
"Mediator complex","med16"
"ARC complex","med24"
"ARC complex","med6"
"ARC complex","med26"
"ARC complex","med25"
"ARC complex","MED8"
"ARC complex","med17"
"ARC complex","med13"
"ARC complex","acad8"
"ARC complex","XELAEV_18026970mg"
"HuCHRAC complex","chrac1"
"HuCHRAC complex","baz1a"
"WICH complex","baz1b"
"SWI-SNF chromatin remodeling-related-BRCA1 complex","actl6a"
"SWI-SNF chromatin remodeling-related-BRCA1 complex","XELAEV_18043845mg"
"BRCA1-CTIP-ZBRK1 repressor complex","XELAEV_18043845mg"
"BRCA1-BACH1 complex","XELAEV_18043845mg"
"BRAFT complex","fancg"
"BRAFT complex","rpa3"
"BRAFT complex","mlh1"
"BRAFT complex","fancc"
"BRAFT complex","top3a"
"BRAFT complex","XELAEV_18012272mg"
"BRAFT complex","fancf"
"BRAFT complex","XELAEV_18026534mg"
"BLM complex III","mlh1"
"BLM complex III","top3a"
"RAD51C-XRCC3 complex","xrcc3"
"TBPIP/HOP2-MND1 complex","XELAEV_18005478mg"
"RAD51B-RAD51C-RAD51D-XRCC2-XRCC3 complex","xrcc3"
"R/M complex (RAD50-MRE11 complex)","rad50"
"ATR-ATRIP complex","XELAEV_18027725mg"
"RAD17-RFC complex","XELAEV_18008122mg"
"RAD17-RFC complex","rfc4"
"RAD17-RFC complex","XELAEV_18012800mg"
"RAD17-RFC complex","rfc3"
"9-1-1-RAD17-RFC complex","rad1"
"9-1-1-RAD17-RFC complex","Hus1"
"9-1-1-RAD17-RFC complex","XELAEV_18008122mg"
"9-1-1-RAD17-RFC complex","rfc4"
"9-1-1-RAD17-RFC complex","XELAEV_18012800mg"
"9-1-1-RAD17-RFC complex","rfc3"
"9-1-1-RAD17-RFC complex","rad9a"
"RFC complex","rfc4"
"RFC complex","XELAEV_18012800mg"
"RFC complex","rfc1"
"RFC complex","rfc3"
"RFC core complex","rfc4"
"RFC core complex","XELAEV_18012800mg"
"HMGB1-HMGB2-HSC70-ERP60-GAPDH complex","hmgb2"
"HMGB1-HMGB2-HSC70-ERP60-GAPDH complex","pdia3"
"SNF2h-cohesin-NuRD complex","XELAEV_18012612mg"
"SNF2h-cohesin-NuRD complex","XELAEV_18040095mg"
"SNF2h-cohesin-NuRD complex","baz1a"
"CRSP complex","med24"
"CRSP complex","med6"
"CRSP complex","med26"
"CRSP complex","XELAEV_18019731mg"
"CRSP complex","med25"
"CRSP complex","med17"
"CRSP complex","XELAEV_18026970mg"
"PCNA-MLH1-PMS1 complex","mlh1"
"PCNA-MLH1-PMS1 complex","pms1"
"PCNA-MSH2-MSH6 complex","XELAEV_18026119mg"
"ARC-L complex","med24"
"ARC-L complex","med6"
"ARC-L complex","ccnc"
"ARC-L complex","XELAEV_18019731mg"
"ARC-L complex","med25"
"ARC-L complex","med17"
"ARC-L complex","med13"
"ARC-L complex","XELAEV_18026970mg"
"ARC complex","ccnc"
"ARC complex","XELAEV_18019731mg"
"PCNA-DNA polymerase delta complex","XELAEV_18036194mg"
"PCNA-DNA polymerase delta complex","pold2"
"PCNA-DNA polymerase delta complex","XELAEV_18014108mg"
"PC2 complex","med24"
"PC2 complex","med6"
"PC2 complex","XELAEV_18019731mg"
"PC2 complex","XELAEV_18038409mg"
"PC2 complex","med10"
"PC2 complex","med20"
"PC2 complex","med17"
"PC2 complex","med16"
"SMCC complex","XELAEV_18038409mg"
"SMCC complex","med10"
"SMCC complex","med20"
"SMCC complex","med17"
"SMCC complex","med13"
"SMCC complex","med16"
"INO80 chromatin remodeling complex","actl6a"
"INO80 chromatin remodeling complex","XELAEV_18035285mg"
"INO80 chromatin remodeling complex","actr5"
"INO80 chromatin remodeling complex","ino80"
"INO80 chromatin remodeling complex","ruvbl1"
"SRCAP-associated chromatin remodeling complex","XELAEV_18019506mg"
"SRCAP-associated chromatin remodeling complex","actl6a"
"SRCAP-associated chromatin remodeling complex","h2afz"
"SRCAP-associated chromatin remodeling complex","eaf2"
"SRCAP-associated chromatin remodeling complex","actr6"
"SRCAP-associated chromatin remodeling complex","ruvbl1"
"Ribosome, cytoplasmic","XELAEV_18003923mg"
"Ribosome, cytoplasmic","rpl13"
"Ribosome, cytoplasmic","rpl12"
"Ribosome, cytoplasmic","XELAEV_18036222mg"
"Ribosome, cytoplasmic","rpl27a"
"Ribosome, cytoplasmic","XELAEV_18003921mg"
"Ribosome, cytoplasmic","XELAEV_18004521mg"
"Ribosome, cytoplasmic","rpl34"
"Ribosome, cytoplasmic","rps3a"
"Ribosome, cytoplasmic","rpl15"
"Ribosome, cytoplasmic","XELAEV_18004455mg"
"Ribosome, cytoplasmic","XELAEV_18004646mg"
"Ribosome, cytoplasmic","rps23"
"Ribosome, cytoplasmic","rps13"
"Ribosome, cytoplasmic","XELAEV_18011698mg"
"Ribosome, cytoplasmic","rps6"
"Ribosome, cytoplasmic","rpl23"
"Ribosome, cytoplasmic","rps15"
"Ribosome, cytoplasmic","XELAEV_18004373mg"
"Ribosome, cytoplasmic","rps25"
"Ribosome, cytoplasmic","rps28p9"
"Ribosome, cytoplasmic","fau"
"Ribosome, cytoplasmic","rpl30"
"Ribosome, cytoplasmic","XELAEV_18038887mg"
"Ribosome, cytoplasmic","XELAEV_18014861mg"
"Ribosome, cytoplasmic","XELAEV_18043695mg"
"Ribosome, cytoplasmic","XELAEV_18037699mg"
"Ribosome, cytoplasmic","rpl36"
"60S ribosomal subunit, cytoplasmic","rpl13"
"60S ribosomal subunit, cytoplasmic","rpl12"
"60S ribosomal subunit, cytoplasmic","rpl27a"
"60S ribosomal subunit, cytoplasmic","XELAEV_18003921mg"
"60S ribosomal subunit, cytoplasmic","XELAEV_18004521mg"
"60S ribosomal subunit, cytoplasmic","rpl34"
"60S ribosomal subunit, cytoplasmic","rpl15"
"60S ribosomal subunit, cytoplasmic","XELAEV_18004455mg"
"60S ribosomal subunit, cytoplasmic","XELAEV_18004646mg"
"60S ribosomal subunit, cytoplasmic","XELAEV_18011698mg"
"60S ribosomal subunit, cytoplasmic","rpl23"
"60S ribosomal subunit, cytoplasmic","rpl30"
"60S ribosomal subunit, cytoplasmic","XELAEV_18038887mg"
"60S ribosomal subunit, cytoplasmic","XELAEV_18014861mg"
"60S ribosomal subunit, cytoplasmic","XELAEV_18043695mg"
"60S ribosomal subunit, cytoplasmic","XELAEV_18037699mg"
"60S ribosomal subunit, cytoplasmic","rpl36"
"RC complex","XELAEV_18036194mg"
"RC complex","pold2"
"RC complex","rfc3"
"RC complex","pola2"
"28S ribosomal subunit, mitochondrial","mrps12"
"28S ribosomal subunit, mitochondrial","mrps14"
"28S ribosomal subunit, mitochondrial","XELAEV_18040957mg"
"28S ribosomal subunit, mitochondrial","XELAEV_18027895mg"
"28S ribosomal subunit, mitochondrial","mrps25"
"28S ribosomal subunit, mitochondrial","XELAEV_18041327mg"
"28S ribosomal subunit, mitochondrial","mrps35"
"28S ribosomal subunit, mitochondrial","mrps5"
"28S ribosomal subunit, mitochondrial","mrps36"
"28S ribosomal subunit, mitochondrial","mrps21"
"28S ribosomal subunit, mitochondrial","mrps34"
"28S ribosomal subunit, mitochondrial","mrps6"
"28S ribosomal subunit, mitochondrial","XELAEV_18012963mg"
"28S ribosomal subunit, mitochondrial","XELAEV_18008139mg"
"28S ribosomal subunit, mitochondrial","mrps31"
"28S ribosomal subunit, mitochondrial","mrps18a"
"28S ribosomal subunit, mitochondrial","XELAEV_18019799mg"
"28S ribosomal subunit, mitochondrial","XELAEV_18038322mg"
"28S ribosomal subunit, mitochondrial","XELAEV_18010147mg"
"28S ribosomal subunit, mitochondrial","XELAEV_18015420mg"
"55S ribosome, mitochondrial","mrps12"
"55S ribosome, mitochondrial","mrps14"
"55S ribosome, mitochondrial","mrpl33"
"55S ribosome, mitochondrial","XELAEV_18030142mg"
"55S ribosome, mitochondrial","XELAEV_18040957mg"
"55S ribosome, mitochondrial","mrpl12"
"55S ribosome, mitochondrial","XELAEV_18027895mg"
"55S ribosome, mitochondrial","mrps25"
"55S ribosome, mitochondrial","XELAEV_18041327mg"
"55S ribosome, mitochondrial","mrps35"
"55S ribosome, mitochondrial","mrps5"
"55S ribosome, mitochondrial","mrps36"
"55S ribosome, mitochondrial","mrps21"
"55S ribosome, mitochondrial","mrps34"
"55S ribosome, mitochondrial","mrps6"
"55S ribosome, mitochondrial","XELAEV_18012963mg"
"55S ribosome, mitochondrial","mrpl28"
"55S ribosome, mitochondrial","mrpl49"
"55S ribosome, mitochondrial","XELAEV_18024356mg"
"55S ribosome, mitochondrial","mrpl51"
"55S ribosome, mitochondrial","XELAEV_18026440mg"
"55S ribosome, mitochondrial","mrpl54"
"55S ribosome, mitochondrial","mrpl14"
"55S ribosome, mitochondrial","mrpl21"
"55S ribosome, mitochondrial","mrpl55"
"55S ribosome, mitochondrial","mrpl10"
"55S ribosome, mitochondrial","mrpl52"
"55S ribosome, mitochondrial","mrpl41"
"55S ribosome, mitochondrial","XELAEV_18034646mg"
"55S ribosome, mitochondrial","mrpl30"
"55S ribosome, mitochondrial","XELAEV_18008139mg"
"55S ribosome, mitochondrial","mrps31"
"55S ribosome, mitochondrial","mrpl24"
"55S ribosome, mitochondrial","XELAEV_18044078mg"
"55S ribosome, mitochondrial","XELAEV_18032136mg"
"55S ribosome, mitochondrial","mrpl48"
"55S ribosome, mitochondrial","XELAEV_18006603mg"
"55S ribosome, mitochondrial","mrpl45"
"55S ribosome, mitochondrial","mrpl32"
"55S ribosome, mitochondrial","mrpl20"
"55S ribosome, mitochondrial","mrpl13"
"55S ribosome, mitochondrial","XELAEV_18042971mg"
"55S ribosome, mitochondrial","XELAEV_18019001mg"
"55S ribosome, mitochondrial","mrpl1"
"55S ribosome, mitochondrial","mrpl37"
"55S ribosome, mitochondrial","mrpl18"
"55S ribosome, mitochondrial","mrpl46"
"55S ribosome, mitochondrial","XELAEV_18027556mg"
"55S ribosome, mitochondrial","mrpl40"
"55S ribosome, mitochondrial","mrps18a"
"55S ribosome, mitochondrial","XELAEV_18016911mg"
"55S ribosome, mitochondrial","mrpl16"
"55S ribosome, mitochondrial","mrpl35"
"55S ribosome, mitochondrial","XELAEV_18032019mg"
"55S ribosome, mitochondrial","XELAEV_18031331mg"
"55S ribosome, mitochondrial","XELAEV_18044021mg"
"55S ribosome, mitochondrial","XELAEV_18019799mg"
"55S ribosome, mitochondrial","XELAEV_18038322mg"
"55S ribosome, mitochondrial","XELAEV_18010147mg"
"55S ribosome, mitochondrial","XELAEV_18015420mg"
"p27-cyclinD2-Cdk4 complex","XELAEV_18019936mg"
"DNA-PK-Ku complex","XELAEV_18023498mg"
"DNA-PK-Ku complex","XELAEV_18044412mg"
"DNA-PK-Ku complex","XELAEV_18031990mg"
"39S ribosomal subunit, mitochondrial","mrpl33"
"39S ribosomal subunit, mitochondrial","XELAEV_18030142mg"
"39S ribosomal subunit, mitochondrial","mrpl12"
"39S ribosomal subunit, mitochondrial","mrpl28"
"39S ribosomal subunit, mitochondrial","mrpl49"
"39S ribosomal subunit, mitochondrial","XELAEV_18024356mg"
"39S ribosomal subunit, mitochondrial","mrpl51"
"39S ribosomal subunit, mitochondrial","XELAEV_18026440mg"
"39S ribosomal subunit, mitochondrial","mrpl54"
"39S ribosomal subunit, mitochondrial","mrpl14"
"39S ribosomal subunit, mitochondrial","mrpl21"
"39S ribosomal subunit, mitochondrial","mrpl55"
"39S ribosomal subunit, mitochondrial","mrpl10"
"39S ribosomal subunit, mitochondrial","mrpl52"
"39S ribosomal subunit, mitochondrial","mrpl41"
"39S ribosomal subunit, mitochondrial","XELAEV_18034646mg"
"39S ribosomal subunit, mitochondrial","mrpl30"
"39S ribosomal subunit, mitochondrial","mrpl24"
"39S ribosomal subunit, mitochondrial","XELAEV_18044078mg"
"39S ribosomal subunit, mitochondrial","XELAEV_18032136mg"
"39S ribosomal subunit, mitochondrial","mrpl48"
"39S ribosomal subunit, mitochondrial","XELAEV_18006603mg"
"39S ribosomal subunit, mitochondrial","mrpl45"
"39S ribosomal subunit, mitochondrial","mrpl32"
"39S ribosomal subunit, mitochondrial","mrpl20"
"39S ribosomal subunit, mitochondrial","mrpl13"
"39S ribosomal subunit, mitochondrial","XELAEV_18042971mg"
"39S ribosomal subunit, mitochondrial","XELAEV_18019001mg"
"39S ribosomal subunit, mitochondrial","mrpl1"
"39S ribosomal subunit, mitochondrial","mrpl37"
"39S ribosomal subunit, mitochondrial","mrpl18"
"39S ribosomal subunit, mitochondrial","mrpl46"
"39S ribosomal subunit, mitochondrial","XELAEV_18027556mg"
"39S ribosomal subunit, mitochondrial","mrpl40"
"39S ribosomal subunit, mitochondrial","XELAEV_18016911mg"
"39S ribosomal subunit, mitochondrial","mrpl16"
"39S ribosomal subunit, mitochondrial","mrpl35"
"39S ribosomal subunit, mitochondrial","XELAEV_18032019mg"
"39S ribosomal subunit, mitochondrial","XELAEV_18031331mg"
"39S ribosomal subunit, mitochondrial","XELAEV_18044021mg"
"Ku antigen complex","XELAEV_18023498mg"
"Ku antigen complex","XELAEV_18044412mg"
"PSF-p54(nrb) complex","sfpq"
"PSF-p54(nrb) complex","nono"
"p54(nrb)-PSF-matrin3 complex","sfpq"
"p54(nrb)-PSF-matrin3 complex","XELAEV_18021535mg"
"p54(nrb)-PSF-matrin3 complex","nono"
"DNA ligase IV-XRCC4-AHNK complex","lig4"
"DNA ligase IV-XRCC4-AHNK complex","XELAEV_18008105mg"
