"complex","target"
"40S ribosomal subunit, cytoplasmic","SELMODRAFT_170205"
"40S ribosomal subunit, cytoplasmic","SELMODRAFT_271040"
"Spliceosome","SELMODRAFT_56326"
"Spliceosome","SELMODRAFT_270208"
"Spliceosome","SELMODRAFT_129843"
"Spliceosome","SELMODRAFT_124755"
"Spliceosome","SELMODRAFT_154282"
"Spliceosome","SELMODRAFT_176675"
"Spliceosome","SELMODRAFT_228181"
"Spliceosome","LSM3"
"Spliceosome","SELMODRAFT_235757"
"Spliceosome","SELMODRAFT_231460"
"Spliceosome","SELMODRAFT_424875"
"Spliceosome","SELMODRAFT_100186"
"Spliceosome","SELMODRAFT_173603"
"Spliceosome","SELMODRAFT_129703"
"Spliceosome","SELMODRAFT_100233"
"Spliceosome","SELMODRAFT_234260"
"Spliceosome","SELMODRAFT_439636"
"Spliceosome","SELMODRAFT_415303"
"Spliceosome","SELMODRAFT_175720"
"Spliceosome","SELMODRAFT_229573"
"Spliceosome","LSM4"
"Spliceosome","SELMODRAFT_100512"
"DNA ligase IV-condensin complex","SELMODRAFT_137981"
"ERCC1-ERCC4-MSH2 complex","SELMODRAFT_268576"
"MSH2-MSH6-PMS2-MLH1 complex","SELMODRAFT_268576"
"MSH2-MSH6-PMS1-MLH1 complex","SELMODRAFT_268576"
"MSH2-MSH6 complex","SELMODRAFT_268576"
"MSH2-MSH3 complex","SELMODRAFT_268576"
"PCNA-MutS-alpha-MutL-alpha-DNA complex","SELMODRAFT_268576"
"MCM complex","SELMODRAFT_114939"
"MCM complex","MCM7"
"Respiratory chain complex I, mitochondrial","ndhC"
"Respiratory chain complex I, mitochondrial","SELMODRAFT_59776"
"Respiratory chain complex I, mitochondrial","SELMODRAFT_156186"
"Respiratory chain complex I, mitochondrial","SELMODRAFT_422906"
"Respiratory chain complex I, mitochondrial","SELMODRAFT_124541"
"Respiratory chain complex I, mitochondrial","SELMODRAFT_49683"
"Respiratory chain complex I, mitochondrial","SELMODRAFT_89750"
"Respiratory chain complex I, mitochondrial","SELMODRAFT_39227"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","SELMODRAFT_59776"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","SELMODRAFT_156186"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","SELMODRAFT_422906"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","SELMODRAFT_124541"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","SELMODRAFT_89750"
"Respiratory chain complex I (subcomplex I lambda), mitochondrial","SELMODRAFT_59776"
"Respiratory chain complex I (subcomplex I lambda), mitochondrial","SELMODRAFT_156186"
"Respiratory chain complex I (subcomplex I lambda), mitochondrial","SELMODRAFT_422906"
"Respiratory chain complex I (subcomplex I lambda), mitochondrial","SELMODRAFT_89750"
"Respiratory chain complex I (subcomplex I beta), mitochondrial","SELMODRAFT_49683"
"Respiratory chain complex I (subcomplex I beta), mitochondrial","SELMODRAFT_39227"
"EXO1-MLH1-PMS2 complex","SELMODRAFT_138122"
"EXO1-MLH1-PCNA complex","SELMODRAFT_138122"
"18S U11/U12 snRNP","SELMODRAFT_176675"
"18S U11/U12 snRNP","SELMODRAFT_228181"
"18S U11/U12 snRNP","SELMODRAFT_173603"
"18S U11/U12 snRNP","SELMODRAFT_235257"
"18S U11/U12 snRNP","SELMODRAFT_229580"
"18S U11/U12 snRNP","SELMODRAFT_229573"
"BASC complex (BRCA1-associated genome surveillance complex)","SELMODRAFT_123078"
"BASC complex (BRCA1-associated genome surveillance complex)","SELMODRAFT_90486"
"BASC complex (BRCA1-associated genome surveillance complex)","SELMODRAFT_268576"
"GCN5-TRRAP histone acetyltransferase complex","SELMODRAFT_268576"
"BP-SMAD complex","SELMODRAFT_180681"
"TFTC complex (TATA-binding protein-free TAF-II-containing complex)","SELMODRAFT_6778"
"Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN)","SELMODRAFT_117951"
"Gamma-secretase complex (APH1B, PSEN2, PSENEN, NCSTN)","SELMODRAFT_117951"
"Gamma-secretase complex (APH1A, PSEN2, PSENEN, NCSTN)","SELMODRAFT_117951"
"TFIID-beta complex","SELMODRAFT_106159"
"TFIID-beta complex","SELMODRAFT_6778"
"TFTC complex (TATA-binding protein-free TAF-II-containing complex)","SELMODRAFT_106159"
"PCAF complex","SELMODRAFT_119671"
"PCAF complex","SELMODRAFT_6778"
"STAGA complex","SELMODRAFT_6778"
"TFIID complex","SELMODRAFT_106159"
"TFIID complex","SELMODRAFT_6778"
"TFIID complex, B-cell specific","SELMODRAFT_106159"
"TFIID complex, B-cell specific","SELMODRAFT_6778"
"TFIIA complex","SELMODRAFT_233015"
"DA complex","SELMODRAFT_233015"
"DA complex","SELMODRAFT_106159"
"DA complex","SELMODRAFT_6778"
"DAB complex","SELMODRAFT_233015"
"DAB complex","SELMODRAFT_106159"
"DAB complex","SELMODRAFT_6778"
"TIP60 histone acetylase complex","SELMODRAFT_231785"
"NuA4/Tip60-HAT complex","SELMODRAFT_231785"
"Cytochrome c oxidase, mitochondrial","SELMODRAFT_6020"
"Cytochrome c oxidase, mitochondrial","SELMODRAFT_418496"
"TRAP complex","MED6"
"TRAP complex","SELMODRAFT_173060"
"TRAP complex","SELMODRAFT_111729"
"TRAP complex","MED10"
"TRAP complex","SELMODRAFT_7721"
"DRIP complex","MED6"
"Decapping complex","SELMODRAFT_158648"
"LSm1-7 complex","LSM1"
"LSm1-7 complex","LSM3"
"LSm1-7 complex","SELMODRAFT_235757"
"LSm1-7 complex","SELMODRAFT_415303"
"LSm1-7 complex","SELMODRAFT_175720"
"LSm1-7 complex","LSM5"
"LSm1-7 complex","LSM4"
"LSm2-8 complex","LSM8"
"LSm2-8 complex","LSM3"
"LSm2-8 complex","SELMODRAFT_235757"
"LSm2-8 complex","SELMODRAFT_415303"
"LSm2-8 complex","SELMODRAFT_175720"
"LSm2-8 complex","LSM5"
"LSm2-8 complex","LSM4"
"F1F0-ATP synthase, mitochondrial","atpI"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","SELMODRAFT_6020"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","SELMODRAFT_418496"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","ndhC"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","SELMODRAFT_59776"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","SELMODRAFT_156186"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","SELMODRAFT_422906"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","SELMODRAFT_124541"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","SELMODRAFT_49683"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","SELMODRAFT_89750"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","SELMODRAFT_39227"
"TIM (TIM9, TIM10) complex, mitochondrial","SELMODRAFT_106093"
"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)","SELMODRAFT_270833"
"DDB2 complex","FUS12-1"
"DDB2 complex","CSN6-1"
"DDB2 complex","COP8-1"
"DDB2 complex","COP13-1"
"CSA complex","FUS12-1"
"CSA complex","CSN6-1"
"CSA complex","COP8-1"
"CSA complex","COP13-1"
"CSA-POLIIa complex","FUS12-1"
"CSA-POLIIa complex","CSN6-1"
"CSA-POLIIa complex","COP8-1"
"CSA-POLIIa complex","COP13-1"
"Exon junction complex (EIF4A3, MLN51, MAGOH, Y14)","SELMODRAFT_100512"
"Exon junction complex (EIF4A3, MLN51, UPF3B, MAGOH, Y14, PYM)","SELMODRAFT_74160"
"Exon junction complex (EIF4A3, MLN51, UPF3B, MAGOH, Y14, PYM)","SELMODRAFT_100512"
"Apoptosis- and splicing-associated protein complex (ASAP-L), SAP18, RNPS1, Acinus-L","SELMODRAFT_424875"
"Y14-Magoh complex","SELMODRAFT_100512"
"Exon junction complex","SELMODRAFT_424875"
"Exon junction complex","SELMODRAFT_100233"
"Exon junction complex","SELMODRAFT_100512"
"URI complex (Unconventional prefoldin RPB5 Interactor)","SELMODRAFT_181697"
"URI complex (Unconventional prefoldin RPB5 Interactor)","SELMODRAFT_231785"
"NuA4/Tip60-HAT complex B","SELMODRAFT_231785"
"NuA4/Tip60-HAT complex A","SELMODRAFT_231785"
"DMAP1-associated complex","SELMODRAFT_231785"
"Postsplicing complex","SELMODRAFT_424875"
"Postsplicing complex","SELMODRAFT_100512"
"mRNA decay complex (UPF1, UPF2, UPF3B, DCP2, XRN1, XRN2, EXOSC2, EXOSC4, EXOSC10, PARN)","SELMODRAFT_408011"
"6S methyltransferase and RG-containing Sm proteins complex","SELMODRAFT_176675"
"6S methyltransferase and RG-containing Sm proteins complex","SELMODRAFT_228181"
"RICH1/AMOT polarity complex, Flag-Rich1 precipitated","SELMODRAFT_102808"
"hMediator complex (MED23, CDK8, CCNC, MED7)","SELMODRAFT_173060"
"hMediator complex (MED23, CDK8, CCNC)","SELMODRAFT_173060"
"CDK8-CyclinC-Mediator complex","SELMODRAFT_173060"
"Mediator complex 1","MED6"
"Mediator complex 1","SELMODRAFT_173060"
"Mediator complex 2","MED6"
"ARC92-Mediator complex","MED6"
"CRSP-Mediator 2 complex","MED6"
"Toposome","SELMODRAFT_173603"
"EED-EZH2 complex","SELMODRAFT_95415"
"KIN17-PCNA-RPA70 complex","SELMODRAFT_4831"
"RC complex (Replication competent complex)","SELMODRAFT_123078"
"RC complex (Replication competent complex)","SELMODRAFT_90486"
"RC complex (Replication competent complex)","SELMODRAFT_235493"
"RC complex during S-phase of cell cycle","SELMODRAFT_100128"
"RC complex during S-phase of cell cycle","SELMODRAFT_4831"
"RC complex during S-phase of cell cycle","SELMODRAFT_90486"
"RC complex during G2/M-phase of cell cycle","SELMODRAFT_100128"
"RC complex during G2/M-phase of cell cycle","SELMODRAFT_4831"
"RC complex during G2/M-phase of cell cycle","SELMODRAFT_90486"
"TFIIH transcription factor core complex","SELMODRAFT_438480"
"TFIIH transcription factor core complex","SELMODRAFT_121159"
"Snurportin-CRM1-RanGTP complex","RAN-1"
"DIPA-MCRS1 complex","SELMODRAFT_420081"
"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26B)","SELMODRAFT_270833"
"12S U11 snRNP","SELMODRAFT_176675"
"12S U11 snRNP","SELMODRAFT_228181"
"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","SELMODRAFT_127524"
"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","SELMODRAFT_269977"
"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","TRIP1-1"
"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","SELMODRAFT_154794"
"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","SELMODRAFT_146079"
"DNA synthesome complex (17 subunits)","SELMODRAFT_4831"
"DNA synthesome complex (17 subunits)","SELMODRAFT_420136"
"RFC2-RIalpha complex","SELMODRAFT_90486"
"RFC2-RIalpha complex","SELMODRAFT_123078"
"CF IIAm complex (Cleavage factor IIAm complex)","SELMODRAFT_121159"
"SMN complex","SELMODRAFT_176675"
"SMN complex","SELMODRAFT_228181"
"Cleavage stimulation factor","SELMODRAFT_141637"
"Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)","SELMODRAFT_141637"
"Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)","SELMODRAFT_442688"
"Histone H3.1 complex","SELMODRAFT_9052"
"Histone H3.3 complex","SELMODRAFT_9052"
"Integrator complex","SELMODRAFT_102541"
"Integrator complex","SELMODRAFT_412413"
"DSS1 complex","SELMODRAFT_412413"
"Integrator-RNAPII complex","SELMODRAFT_102541"
"Integrator-RNAPII complex","SELMODRAFT_412413"
"p400-associated complex","SELMODRAFT_231785"
"Paf complex","SELMODRAFT_235251"
"Paf complex","SELMODRAFT_446684"
"c-MYC-ATPase-helicase complex","SELMODRAFT_231785"
"TIP49-TIP48-BAF53 complex","SELMODRAFT_231785"
"CRM1-RAN-PHAX-CBC complex (cap binding complex)","RAN-1"
"C complex spliceosome","SELMODRAFT_176675"
"C complex spliceosome","SELMODRAFT_228181"
"C complex spliceosome","LSM3"
"C complex spliceosome","SELMODRAFT_231460"
"C complex spliceosome","SELMODRAFT_173603"
"C complex spliceosome","SELMODRAFT_100233"
"C complex spliceosome","SELMODRAFT_80512"
"C complex spliceosome","SELMODRAFT_234260"
"C complex spliceosome","SELMODRAFT_175720"
"C complex spliceosome","SELMODRAFT_100512"
"CDC5L complex","SELMODRAFT_100233"
"ESCRT-I complex","SELMODRAFT_96490"
"Rap1 complex","SELMODRAFT_100128"
"Exon junction complex (mRNA splicing-dependent)","SELMODRAFT_173603"
"Exon junction complex (mRNA splicing-dependent)","SELMODRAFT_100233"
"Oligosaccharyltransferase complex (Stt3A variant)","SELMODRAFT_146333"
"Oligosaccharyltransferase complex (Stt3B variant)","SELMODRAFT_146333"
"Oligosaccharyltransferase OSTC-I","SELMODRAFT_146333"
"Oligosaccharyltransferase OSTC-I","SELMODRAFT_127479"
"Oligosaccharyltransferase OSTC-II","SELMODRAFT_146333"
"Oligosaccharyltransferase OSTC-II","SELMODRAFT_228208"
"Oligosaccharyltransferase OSTC-II","SELMODRAFT_127479"
"Oligosaccharyltransferase OSTC-III","SELMODRAFT_146333"
"Oligosaccharyltransferase OSTC-III","SELMODRAFT_127479"
"Sec61-Sec62-Sec63 complex","SELMODRAFT_228208"
"TFIIA-TRF2 complex","SELMODRAFT_233015"
"H2AX complex, isolated from cells without IR exposure","SELMODRAFT_146079"
"H2AX complex I","SELMODRAFT_100128"
"Protein phosphatase 4 complex","PPX-1"
"ALL-1 supercomplex","RAN-1"
"ALL-1 supercomplex","SELMODRAFT_231460"
"ALL-1 supercomplex","SELMODRAFT_6778"
"ALL-1 supercomplex","SELMODRAFT_442688"
"SRm160/300 complex","SELMODRAFT_154282"
"SRm160/300 complex","SELMODRAFT_100233"
"Large Drosha complex","SELMODRAFT_156345"
"Elongator holo complex","SELMODRAFT_413865"
"TLE1 corepressor complex (MASH1 promoter-corepressor complex)","SELMODRAFT_100128"
"SF3b complex","SELMODRAFT_156788"
"SF3b complex","SELMODRAFT_229580"
"SF3b complex","SELMODRAFT_229573"
"(E.F.G) complex","SELMODRAFT_176675"
"(E.F.G) complex","SELMODRAFT_228181"
"PPP4C-PPP4R2-Gemin3-Gemin4 complex","PPX-1"
"CPSF6-EWSR1-ITCH-NUDT21-POLR2A-UBAP2L complex","SELMODRAFT_156345"
"SMAD3-HEF1-APC10-CDH1 complex","SELMODRAFT_96868"
"BUB1-BUB3 complex","SELMODRAFT_134310"
"BUB1-BUB3 complex","SELMODRAFT_146851"
"COP9 signalosome complex","FUS12-1"
"COP9 signalosome complex","SELMODRAFT_105740"
"COP9 signalosome complex","CSN6-1"
"COP9 signalosome complex","COP8-1"
"COP9 signalosome complex","COP13-1"
"Ubiquitin E3 ligase (CDC34, NEDD8, BTRC, CUL1, SKP1A, RBX1)","SELMODRAFT_108919"
"CHTF18-RFC2-5 complex","SELMODRAFT_123078"
"CHTF18-RFC2-5 complex","SELMODRAFT_90486"
"CHTF18-RFC2-5 complex","SELMODRAFT_235493"
"RFC2-5 subcomplex","SELMODRAFT_123078"
"RFC2-5 subcomplex","SELMODRAFT_90486"
"RFC2-5 subcomplex","SELMODRAFT_235493"
"BRD4-RFC complex","SELMODRAFT_123078"
"BRD4-RFC complex","SELMODRAFT_90486"
"BRD4-RFC complex","SELMODRAFT_235493"
