"complex","target"
"COG complex","At1g31780"
"MRN complex (MRE11-RAD50-NBN complex)","NBS1"
"MRN complex (MRE11-RAD50-NBN complex)","RAD50"
"Respiratory chain complex I (holoenzyme), mitochondrial","FRO1"
"Respiratory chain complex I (holoenzyme), mitochondrial","At5g47890"
"Respiratory chain complex I (holoenzyme), mitochondrial","At3g03070"
"Respiratory chain complex I (holoenzyme), mitochondrial","At2g02050"
"Respiratory chain complex I (holoenzyme), mitochondrial","EMB1467"
"Respiratory chain complex I (holoenzyme), mitochondrial","At5g08530"
"Respiratory chain complex I (holoenzyme), mitochondrial","At2g20360"
"Respiratory chain complex I (holoenzyme), mitochondrial","At3g03100"
"Respiratory chain complex I (holoenzyme), mitochondrial","CIB22"
"26S proteasome","PBF1"
"26S proteasome","PAG1"
"26S proteasome","PBG1"
"26S proteasome","RPT3"
"Wave-2 complex","BRK1"
"BAF complex","BSH"
"Mitotic checkpoint complex (MCC)","MAD2"
"20S proteasome","PBF1"
"20S proteasome","PAG1"
"20S proteasome","PBG1"
"PA28-20S proteasome","PBF1"
"PA28-20S proteasome","PAG1"
"PA28-20S proteasome","PBG1"
"PA700-20S-PA28 complex","RPN6"
"PA700-20S-PA28 complex","MTI20.21"
"PA700-20S-PA28 complex","PBF1"
"PA700-20S-PA28 complex","PAG1"
"PA700-20S-PA28 complex","PBG1"
"PA700-20S-PA28 complex","RPT3"
"PA700-20S-PA28 complex","RPN7"
"PA700-20S-PA28 complex","At3g15180"
"PA28gamma-20S proteasome","PBF1"
"PA28gamma-20S proteasome","PAG1"
"PA28gamma-20S proteasome","PBG1"
"HUIC complex","BARD1"
"HUIC complex","BRCA1"
"DNA ligase IV-XRCC1 complex","XRCC1"
"CAND1-CUL3-RBX1 complex","CUL3A"
"CAND1-CUL3-RBX1 complex","CUL3B"
"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1)","SKP1A"
"Ubiquitin E3 ligase (SKP1A, BTRC, CUL1)","SKP1A"
"SMCC complex","MED14"
"SMCC complex","MED6"
"SMCC complex","MED21"
"SMCC complex","MED31"
"NAT complex","MED14"
"NAT complex","MED6"
"NAT complex","MED21"
"Mediator complex","MED14"
"Mediator complex","MED6"
"Mediator complex","MED21"
"Mediator complex","MED31"
"ARC complex","MED14"
"ARC complex","MED6"
"HuCHRAC complex","NF-YB11"
"SWI-SNF chromatin remodeling-related-BRCA1 complex","BARD1"
"SWI-SNF chromatin remodeling-related-BRCA1 complex","BSH"
"BRCA1-CTIP-ZBRK1 repressor complex","BARD1"
"BRCA1-BACH1 complex","BARD1"
"BRAFT complex","MLH1"
"BRAFT complex","MPA24.9"
"BLM complex III","MLH1"
"RAD51C-XRCC3 complex","XRCC3"
"TBPIP/HOP2-MND1 complex","HOP2"
"RAD51B-RAD51C-RAD51D-XRCC2-XRCC3 complex","XRCC3"
"R/M complex (RAD50-MRE11 complex)","RAD50"
"ATR-ATRIP complex","ATR"
"RAD17-RFC complex","RFC2"
"RAD17-RFC complex","RFC5"
"RAD17-RFC complex","RFC3"
"9-1-1-RAD17-RFC complex","RFC2"
"9-1-1-RAD17-RFC complex","RFC5"
"9-1-1-RAD17-RFC complex","RFC3"
"RFC complex","RFC2"
"RFC complex","RFC1"
"RFC complex","RFC5"
"RFC complex","RFC3"
"RFC core complex","RFC2"
"RFC core complex","RFC5"
"CRSP complex","MED14"
"CRSP complex","MED6"
"CRSP complex","MED21"
"PCNA-MLH1-PMS1 complex","MLH1"
"PCNA-MSH2-MSH6 complex","MSH2"
"ARC-L complex","MED14"
"ARC-L complex","MED6"
"ARC-L complex","MED21"
"ARC complex","MED21"
"PCNA-DNA polymerase delta complex","POLD2"
"PCNA-DNA polymerase delta complex","POLD3"
"PCNA-DNA polymerase delta complex","POLD4"
"PC2 complex","MED14"
"PC2 complex","MED6"
"PC2 complex","MED21"
"PC2 complex","MED31"
"INO80 chromatin remodeling complex","F16L2_40"
"INO80 chromatin remodeling complex","At4g38495"
"INO80 chromatin remodeling complex","ARP9"
"INO80 chromatin remodeling complex","ARP5"
"INO80 chromatin remodeling complex","INO80"
"INO80 chromatin remodeling complex","RIN1"
"SRCAP-associated chromatin remodeling complex","SWC6"
"SRCAP-associated chromatin remodeling complex","SWC2"
"SRCAP-associated chromatin remodeling complex","RIN1"
"Ribosome, cytoplasmic","RPS29A"
"Ribosome, cytoplasmic","RPS30A"
"Ribosome, cytoplasmic","RPL38A"
"60S ribosomal subunit, cytoplasmic","RPL38A"
"RC complex","POLD2"
"RC complex","RFC3"
"RC complex","POLA2"
"28S ribosomal subunit, mitochondrial","rps14"
"28S ribosomal subunit, mitochondrial","F6I1.13"
"28S ribosomal subunit, mitochondrial","At1g64880"
"28S ribosomal subunit, mitochondrial","rps11"
"28S ribosomal subunit, mitochondrial","At3g18760"
"55S ribosome, mitochondrial","rps14"
"55S ribosome, mitochondrial","rpl33"
"55S ribosome, mitochondrial","F6I1.13"
"55S ribosome, mitochondrial","At1g64880"
"55S ribosome, mitochondrial","rps11"
"55S ribosome, mitochondrial","At3g18760"
"55S ribosome, mitochondrial","At4g39880"
"55S ribosome, mitochondrial","DECOY"
"55S ribosome, mitochondrial","At1g07830"
"55S ribosome, mitochondrial","At5g20180"
"DNA-PK-Ku complex","KU70"
"DNA-PK-Ku complex","KU80"
"39S ribosomal subunit, mitochondrial","rpl33"
"39S ribosomal subunit, mitochondrial","At4g39880"
"39S ribosomal subunit, mitochondrial","DECOY"
"39S ribosomal subunit, mitochondrial","At1g07830"
"39S ribosomal subunit, mitochondrial","At5g20180"
"Ku antigen complex","KU70"
"Ku antigen complex","KU80"
"40S ribosomal subunit, cytoplasmic","RPS29A"
"40S ribosomal subunit, cytoplasmic","RPS30A"
"DNA ligase IV-XRCC4-PNK complex","ZDP"
"Spliceosome","MED35C"
"Spliceosome","DOT2"
"Spliceosome","CYP22"
"Spliceosome","SUF4"
"Spliceosome","EARLY"
"Spliceosome","EMB2765"
"Spliceosome","At1g10580"
"Spliceosome","MSJ1.11"
"Spliceosome","MOS4"
"Spliceosome","At5g22080"
"Spliceosome","At2g02570"
"Spliceosome","STA1"
"Spliceosome","At2g16860"
"Spliceosome","At1g09760"
"Spliceosome","TH1"
"Spliceosome","At4g21110"
"Spliceosome","At1g60200"
"Spliceosome","ABH1"
"Spliceosome","ATO"
"Spliceosome","CYP65"
"Spliceosome","SKIP"
"Spliceosome","FIP37"
"Spliceosome","At2g32600"
"Spliceosome","SMU1"
"Spliceosome","THO6"
"Spliceosome","At2g29210"
"Spliceosome","THO2"
"Spliceosome","MSF19.3"
"Spliceosome","At3g02710"
"Spliceosome","At2g43770"
"Spliceosome","THO1"
"Spliceosome","DRT111"
"Spliceosome","THO3"
"Spliceosome","CDC5"
"Spliceosome","At1g31870"
"Spliceosome","SE"
"Spliceosome","T32B20.g"
"Spliceosome","EMB2769"
"Spliceosome","LSM7"
"Spliceosome","At4g39680"
"Spliceosome","At3g18790"
"Spliceosome","At3g49601"
"Spliceosome","LSM2"
"Spliceosome","CYP18-2"
"Spliceosome","LSM4"
"Spliceosome","Y14"
"Spliceosome","BUG22"
"DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex","XRCC1"
"DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex","ZDP"
"DNA ligase III-XRCC1 complex","XRCC1"
"ERCC1-ERCC4-MSH2 complex","MSH2"
"MSH2-MSH6-PMS2-MLH1 complex","MLH1"
"MSH2-MSH6-PMS2-MLH1 complex","MSH2"
"MSH2-MSH6-PMS1-MLH1 complex","MLH1"
"MSH2-MSH6-PMS1-MLH1 complex","MSH2"
"Vacuolar ATPase","VHA-D"
"Vacuolar ATPase","VHA-F"
"MSH2-MSH6 complex","MSH2"
"MSH2-MSH3 complex","MSH2"
"PCNA-MutS-alpha-MutL-alpha-DNA complex","MLH1"
"PCNA-MutS-alpha-MutL-alpha-DNA complex","MSH2"
"MutL-alpha complex","MLH1"
"MutL-beta complex","MLH1"
"Ubiquitin E3 ligase (UBADC1, RNF123)","RKP"
"MCM complex","MCM3"
"MCM complex","MCM4"
"MCM complex","MCM5"
"MCM complex","MCM7"
"ORC complex (origin recognition complex)","ORC5"
"ORC complex (origin recognition complex)","ORC4"
"ORC complex (origin recognition complex)","ORC2"
"ORC complex (origin recognition complex)","ORC3"
"ORC complex (origin recognition complex)","ORC6"
"Ubiquitin E3 ligase (SKP1A, FBXW2, CUL1)","SKP1A"
"Succinyl-CoA synthetase, ADP-forming","At2g20420"
"Respiratory chain complex I, mitochondrial","At3g03100"
"Respiratory chain complex I, mitochondrial","EMB1467"
"Respiratory chain complex I, mitochondrial","At3g03070"
"Respiratory chain complex I, mitochondrial","At5g08530"
"Respiratory chain complex I, mitochondrial","At2g20360"
"Respiratory chain complex I, mitochondrial","At2g02050"
"Respiratory chain complex I, mitochondrial","CIB22"
"Respiratory chain complex I, mitochondrial","At5g47890"
"Respiratory chain complex I, mitochondrial","FRO1"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","At3g03100"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","EMB1467"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","At3g03070"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","At5g08530"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","At2g20360"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","At2g02050"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","At5g47890"
"Respiratory chain complex I (subcomplex I lambda), mitochondrial","At3g03100"
"Respiratory chain complex I (subcomplex I lambda), mitochondrial","EMB1467"
"Respiratory chain complex I (subcomplex I lambda), mitochondrial","At3g03070"
"Respiratory chain complex I (subcomplex I lambda), mitochondrial","At5g08530"
"Respiratory chain complex I (subcomplex I lambda), mitochondrial","At2g02050"
"Respiratory chain complex I (subcomplex I lambda), mitochondrial","At5g47890"
"Respiratory chain complex I (subcomplex I beta), mitochondrial","At2g02050"
"Respiratory chain complex I (subcomplex I beta), mitochondrial","CIB22"
"Farnesyltransferase","FTA"
"EXO1-MLH1-PMS2 complex","MLH1"
"EXO1-MLH1-PCNA complex","MLH1"
"MSH4-MSH5-GPS2 complex","MSH4"
"Phosphatidylinositol 3-kinase complex (PIK3C3, PIK3R4)","VPS34"
"Phosphatidylinositol 3-kinase complex (PIK3C3, PIK3R4)","VPS15"
"18S U11/U12 snRNP","MSJ1.11"
"N-NOS-CHIP-HSP70-1 complex","CHIP"
"BASC complex (BRCA1-associated genome surveillance complex)","NBS1"
"BASC complex (BRCA1-associated genome surveillance complex)","RFC2"
"BASC complex (BRCA1-associated genome surveillance complex)","RFC1"
"BASC complex (BRCA1-associated genome surveillance complex)","BARD1"
"BASC complex (BRCA1-associated genome surveillance complex)","MLH1"
"BASC complex (BRCA1-associated genome surveillance complex)","MSH2"
"BASC complex (BRCA1-associated genome surveillance complex)","ATM"
"BASC complex (BRCA1-associated genome surveillance complex)","RAD50"
"GCN5-TRRAP histone acetyltransferase complex","BARD1"
"GCN5-TRRAP histone acetyltransferase complex","MSH2"
"GCN5-TRRAP histone acetyltransferase complex","TAF10"
"TFTC-type histone acetyl transferase complex","MED14"
"TFTC complex (TATA-binding protein-free TAF-II-containing complex)","TAF10"
"TFTC complex (TATA-binding protein-free TAF-II-containing complex)","TAF2"
"Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN)","At5g09310"
"Gamma-secretase complex (APH1B, PSEN2, PSENEN, NCSTN)","At5g09310"
"Gamma-secretase complex (APH1A, PSEN2, PSENEN, NCSTN)","At5g09310"
"TFIID-beta complex","TAF10"
"TFIID-beta complex","TAF13"
"TFIID-beta complex","TAF2"
"TFTC complex (TATA-binding protein-free TAF-II-containing complex)","TAF13"
"PCAF complex","TAF10"
"STAGA complex","TAF10"
"TFIID complex","TAF10"
"TFIID complex","TAF13"
"TFIID complex, B-cell specific","TAF10"
"TFIID complex, B-cell specific","TAF13"
"TFIIA complex","TFIIA-S"
"DA complex","TFIIA-S"
"DA complex","TAF10"
"DA complex","TAF13"
"DA complex","TAF2"
"DAB complex","TFIIA-S"
"DAB complex","TAF10"
"DAB complex","TAF13"
"DAB complex","TAF2"
"TIP60 histone acetylase complex","RIN1"
"NuA4/Tip60-HAT complex","At4g14385"
"NuA4/Tip60-HAT complex","SWC4"
"NuA4/Tip60-HAT complex","RIN1"
"NuA4/Tip60-HAT complex","SWC2"
"IMP3-IMP4-MPP10 complex","At5g66540"
"IMP3-IMP4-MPP10 complex","T12P18.20"
"IMP3-IMP4-MPP10 complex","At5g15750"
"TRAP complex","MED6"
"TRAP complex","MED21"
"TRAP complex","MED31"
"DRIP complex","MED14"
"DRIP complex","MED6"
"Decapping complex","DCP2"
"LSm1-7 complex","LSM7"
"LSm1-7 complex","LSM2"
"LSm1-7 complex","LSM5"
"LSm1-7 complex","LSM4"
"LSm2-8 complex","LSM8"
"LSm2-8 complex","LSM7"
"LSm2-8 complex","LSM2"
"LSm2-8 complex","LSM5"
"LSm2-8 complex","LSM4"
"p300-CBP-p270-SWI/SNF complex","BSH"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","At3g03100"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","EMB1467"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","At3g03070"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","At5g08530"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","At2g20360"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","At2g02050"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","CIB22"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","At5g47890"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","FRO1"
"CTF18-CTF8-DCC1-RFC3 complex","RFC3"
"CTF18-CTF8-DCC1-RFC3 complex","At2g44580"
"TIM (TIM9, TIM10) complex, mitochondrial","TIM10"
"MRN-TRRAP complex (MRE11A-RAD50-NBN-TRRAP complex)","NBS1"
"MRN-TRRAP complex (MRE11A-RAD50-NBN-TRRAP complex)","RAD50"
"Tacc1-chTOG-AuroraA  complex","MOR1"
"AP3-BLOC1 complex","DELTA-ADR"
"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)","VPS29"
"GINS complex","SLD5"
"GINS complex","TTN10"
"SNARE complex (RINT1, ZW10, p31, Stx18)","MAG2"
"SNARE complex (RINT1, ZW10, p31)","MAG2"
"BRG1-SIN3A complex","PMRT15"
"BRG1-SIN3A complex","BSH"
"BRM-SIN3A complex","PMRT15"
"BRM-SIN3A complex","BSH"
"DDB2 complex","CSN2"
"DDB2 complex","CSN8"
"DDB2 complex","CSN4"
"CSA complex","CSN2"
"CSA complex","CSN8"
"CSA complex","CSN4"
"CSA-POLIIa complex","CSN2"
"CSA-POLIIa complex","CSN8"
"CSA-POLIIa complex","CSN4"
"Ubiquitin E3 ligase (FBXO31, SKP1A, CUL1, RBX1)","SKP1A"
"SIN3-ING1b complex II","BSH"
"Exon junction complex (EIF4A3, MLN51, MAGOH, Y14)","Y14"
"Exon junction complex (EIF4A3, MLN51, UPF3B, MAGOH, Y14, PYM)","PYM"
"Exon junction complex (EIF4A3, MLN51, UPF3B, MAGOH, Y14, PYM)","Y14"
"Apoptosis- and splicing-associated protein complex (ASAP-L), SAP18, RNPS1, Acinus-L","At4g39680"
"Y14-Magoh complex","Y14"
"TREX complex","THO6"
"TREX complex","THO2"
"TREX complex","THO1"
"TREX complex","THO3"
"THO complex","THO6"
"THO complex","THO2"
"THO complex","THO1"
"Exon junction complex","At2g29210"
"Exon junction complex","UPF2"
"Exon junction complex","Y14"
"LARC complex (LCR-associated remodeling complex)","BSH"
"URI complex (Unconventional prefoldin RPB5 Interactor)","At1g03760"
"URI complex (Unconventional prefoldin RPB5 Interactor)","SKP1A"
"URI complex (Unconventional prefoldin RPB5 Interactor)","At3g22480"
"URI complex (Unconventional prefoldin RPB5 Interactor)","RIN1"
"SMG-1-UPF-ERF1-ERF3 complex (SURF)","UPF1"
"NuA4/Tip60-HAT complex B","SWC4"
"NuA4/Tip60-HAT complex B","RIN1"
"Exosome","RRP4"
"Exosome","MLP3.20"
"Exosome","At1g60080"
"Exosome","At5g38890"
"NuA4/Tip60-HAT complex A","At4g14385"
"NuA4/Tip60-HAT complex A","SWC4"
"NuA4/Tip60-HAT complex A","RIN1"
"DMAP1-associated complex","SWC2"
"DMAP1-associated complex","SWC4"
"DMAP1-associated complex","RIN1"
"BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I","PMRT15"
"BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I","BSH"
"BRM-SIN3A-HDAC complex","PMRT15"
"BRM-SIN3A-HDAC complex","BSH"
"FCP1-associated protein complex","PMRT15"
"FCP1-associated protein complex","NRPB2"
"FCP1-associated protein complex","At5g10810"
"Upf complex (UPF1, UPF2, UPF3a)","UPF1"
"Upf complex (UPF1, UPF2, UPF3a)","UPF2"
"Upf complex (UPF1, UPF2, UPF3b)","UPF1"
"Upf complex (UPF1, UPF2, UPF3b)","UPF2"
"Postsplicing complex","UPF1"
"Postsplicing complex","UPF2"
"Postsplicing complex","Y14"
"20S methylosome-SmD complex","PMRT15"
"20S methylosome-SmD complex","At5g62290"
"mRNA decay complex (UPF1, UPF2, UPF3B, DCP2, XRN1, XRN2, EXOSC2, EXOSC4, EXOSC10, PARN)","RRP4"
"mRNA decay complex (UPF1, UPF2, UPF3B, DCP2, XRN1, XRN2, EXOSC2, EXOSC4, EXOSC10, PARN)","DCP2"
"mRNA decay complex (UPF1, UPF2, UPF3B, DCP2, XRN1, XRN2, EXOSC2, EXOSC4, EXOSC10, PARN)","UPF1"
"mRNA decay complex (UPF1, UPF2, UPF3B, DCP2, XRN1, XRN2, EXOSC2, EXOSC4, EXOSC10, PARN)","UPF2"
"JBP1-pICln complex","PMRT15"
"JBP1-pICln complex","At5g62290"
"Anti-Sm protein complex","PMRT15"
"Anti-Sm protein complex","At5g62290"
"6S methyltransferase complex","At5g62290"
"20S methylosome and RG-containing Sm protein complex","PMRT15"
"20S methylosome and RG-containing Sm protein complex","At5g62290"
"6S methyltransferase and RG-containing Sm proteins complex","At5g62290"
"20S methyltransferase core complex","PMRT15"
"20S methyltransferase core complex","At5g62290"
"RICH1/AMOT polarity complex, Flag-Rich1 precipitated","At1g71790"
"Mediator complex 1","MED14"
"Mediator complex 1","MED6"
"Mediator complex 2","MED14"
"Mediator complex 2","MED6"
"ARC92-Mediator complex","MED14"
"ARC92-Mediator complex","MED6"
"CRSP-Mediator 2 complex","MED14"
"CRSP-Mediator 2 complex","MED6"
"Toposome","SSRP1"
"CEN complex","MED37B"
"CEN complex","SSRP1"
"CEN complex","FIP37"
"CEN complex","SE"
"FACT-NEK9 complex","SSRP1"
"FACT complex","SSRP1"
"FACT complex, UV-activated","SSRP1"
"Class C Vps complex (VPS11, VPS18, STX7)","VPS11"
"Class C Vps complex (VPS11, VPS18, STX7)","VPS18"
"Class C Vps complex (VPS11, VPS18, VPS16)","VCL1"
"Class C Vps complex (VPS11, VPS18, VPS16)","VPS11"
"Class C Vps complex (VPS11, VPS18, VPS16)","VPS18"
"Class C Vps complex (hVPS11, hVPS18, rVPS33a )","VPS11"
"Class C Vps complex (hVPS11, hVPS18, rVPS33a )","VPS18"
"Class C Vps complex (hVPS11, hVPS18, hVPS16, rVPS33a )","VCL1"
"Class C Vps complex (hVPS11, hVPS18, hVPS16, rVPS33a )","VPS11"
"Class C Vps complex (hVPS11, hVPS18, hVPS16, rVPS33a )","VPS18"
"CDC7-DBF7 complex","At4g16970"
"BRCA1-RAD50-MRE11-NBS1 complex","NBS1"
"BRCA1-RAD50-MRE11-NBS1 complex","BARD1"
"BRCA1-RAD50-MRE11-NBS1 complex","RAD50"
"EED-EZH2 complex","FIE"
"GAA1-GPI8-PIGT-PIG-PIGS complex","At5g19130"
"GAA1-GPI8-PIGT-PIG-PIGS complex","At1g08750"
"GAA1-GPI8-PIGT-PIG-PIGS complex","At3g07140"
"GAA1-GPI8-PIGT-PIG-PIGS complex","At1g12730"
"RC complex (Replication competent complex)","POLA"
"RC complex (Replication competent complex)","RFC2"
"RC complex (Replication competent complex)","RFC1"
"RC complex (Replication competent complex)","RFC5"
"RC complex (Replication competent complex)","RFC3"
"RC complex (Replication competent complex)","POLA2"
"RC complex during S-phase of cell cycle","POLA"
"RC complex during S-phase of cell cycle","RFC2"
"RC complex during S-phase of cell cycle","RFC1"
"RC complex during G2/M-phase of cell cycle","POLA"
"RC complex during G2/M-phase of cell cycle","RFC2"
"RC complex during G2/M-phase of cell cycle","RFC1"
"CAK complex (Cdk-activating kinase complex)","At4g30820"
"CAK-ERCC2 complex","XPD"
"CAK-ERCC2 complex","At4g30820"
"TFIIH transcription factor core complex","TFB4"
"Snurportin-CRM1-RanGTP complex","At4g24880"
"Snurportin-CRM1-RanGTP complex","RAN4"
"Ubiquitin E3 ligase (FBXW11, SKP1A, CUL1, RBX1)","SKP1A"
"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26B)","VPS29"
"12S U11 snRNP","At2g15270"
"DNA repair complex NEIL2-PNK-Pol(beta)-LigIII(alpha)-XRCC1","XRCC1"
"DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1","XRCC1"
"PCNA-KU antigen complex","KU70"
"PCNA-KU antigen complex","KU80"
"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","TIF3F1"
"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","TIF3H1"
"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","TIF3E1"
"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","TIF3A1"
"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","TIF3K1"
"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","At5g25754"
"DNA polymerase alpha-primase complex","POLA"
"DNA polymerase alpha-primase complex","POLA3"
"DNA polymerase alpha-primase complex","POLA2"
"transcription factor IIIC multisubunit complex","At1g17680"
"TFIIIC containing-TOP1-SUB1 complex","At1g17680"
"DNA synthesome complex (17 subunits)","POLA"
"DNA synthesome complex (17 subunits)","RFC1"
"DNA synthesome complex (17 subunits)","POLD2"
"DNA synthesome complex (17 subunits)","POLA3"
"DNA synthesome complex (17 subunits)","DPB2"
"DNA synthesome complex (17 subunits)","POLA2"
"DNA synthesome complex (17 subunits)","POLD3"
"DNA synthesome complex (17 subunits)","POLD4"
"DNA synthesome complex (17 subunits)","NF-YB11"
"5S-DNA-TFIIIA-TFIIIC2 subcomplex","At1g17680"
"5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex","At1g17680"
"RFC2-RIalpha complex","RFC2"
"ATR-HDAC2 complex","ATR"
"ATR-HDAC2-CHD4 complex","ATR"
"Cleavage and polyadenylation factor (CPSF)","CPSF160"
"Cleavage and polyadenylation factor (CPSF)","CPSF100"
"Cleavage stimulation factor","CSTF50"
"Cleavage stimulation factor","CSTF77"
"Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)","CSTF50"
"Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)","CPSF160"
"Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)","CSTF77"
"Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)","CPSF100"
