"complex","target"
"Respiratory chain complex I (holoenzyme), mitochondrial","CELE_Y51H1A.3"
"Respiratory chain complex I (holoenzyme), mitochondrial","CELE_F45H10.3"
"Respiratory chain complex I (holoenzyme), mitochondrial","nuo-4"
"Respiratory chain complex I (holoenzyme), mitochondrial","CELE_F59C6.5"
"Respiratory chain complex I (holoenzyme), mitochondrial","nduo-1"
"Respiratory chain complex I (holoenzyme), mitochondrial","nduo-3"
"Respiratory chain complex I (holoenzyme), mitochondrial","nduo-5"
"Respiratory chain complex I (holoenzyme), mitochondrial","D2030.4"
"Respiratory chain complex I (holoenzyme), mitochondrial","F53F4.10"
"Respiratory chain complex I (holoenzyme), mitochondrial","nuo-5"
"Respiratory chain complex I (holoenzyme), mitochondrial","nuo-1"
"Respiratory chain complex I (holoenzyme), mitochondrial","CELE_Y54F10AM.5"
"Respiratory chain complex I (holoenzyme), mitochondrial","nuo-3"
"Respiratory chain complex I (holoenzyme), mitochondrial","C33A12.1"
"Respiratory chain complex I (holoenzyme), mitochondrial","CELE_Y53G8AL.2"
"Respiratory chain complex I (holoenzyme), mitochondrial","CELE_F42G8.10"
"Respiratory chain complex I (holoenzyme), mitochondrial","C34B2.8"
"Respiratory chain complex I (holoenzyme), mitochondrial","Y94H6A.8"
"Respiratory chain complex I (holoenzyme), mitochondrial","C16A3.5"
"PNUTS-PP1 complex","gsp-2"
"26S proteasome","rpt-5"
"26S proteasome","pbs-6"
"26S proteasome","pas-6"
"26S proteasome","pas-2"
"26S proteasome","pas-7"
"26S proteasome","pas-3"
"26S proteasome","pas-5"
"26S proteasome","pbs-7"
"26S proteasome","rpt-1"
"26S proteasome","rpt-3"
"26S proteasome","pbs-3"
"26S proteasome","pbs-4"
"26S proteasome","pas-1"
"26S proteasome","rpt-2"
"26S proteasome","rpt-6"
"26S proteasome","rpt-4"
"26S proteasome","rpn-9"
"Wave-2 complex","CELE_Y57G11C.1147"
"BAF complex","snfc-5"
"BAF complex","swsn-3"
"Mitotic checkpoint complex (MCC)","bub-3"
"Mitotic checkpoint complex (MCC)","mdf-2"
"20S proteasome","pbs-6"
"20S proteasome","pas-6"
"20S proteasome","pas-2"
"20S proteasome","pas-7"
"20S proteasome","pas-3"
"20S proteasome","pas-5"
"20S proteasome","pbs-7"
"20S proteasome","pbs-3"
"20S proteasome","pbs-4"
"20S proteasome","pas-1"
"PA28-20S proteasome","pbs-6"
"PA28-20S proteasome","pas-6"
"PA28-20S proteasome","pas-2"
"PA28-20S proteasome","pas-7"
"PA28-20S proteasome","pas-3"
"PA28-20S proteasome","pas-5"
"PA28-20S proteasome","pbs-7"
"PA28-20S proteasome","pbs-3"
"PA28-20S proteasome","pbs-4"
"PA28-20S proteasome","pas-1"
"PA700-20S-PA28 complex","rpn-6.1"
"PA700-20S-PA28 complex","rpn-5"
"PA700-20S-PA28 complex","psmd-9"
"PA700-20S-PA28 complex","rpn-3"
"PA700-20S-PA28 complex","rpt-5"
"PA700-20S-PA28 complex","pbs-6"
"PA700-20S-PA28 complex","pas-6"
"PA700-20S-PA28 complex","pas-2"
"PA700-20S-PA28 complex","pas-7"
"PA700-20S-PA28 complex","pas-3"
"PA700-20S-PA28 complex","pas-5"
"PA700-20S-PA28 complex","pbs-7"
"PA700-20S-PA28 complex","rpt-1"
"PA700-20S-PA28 complex","rpt-3"
"PA700-20S-PA28 complex","rpn-12"
"PA700-20S-PA28 complex","pbs-3"
"PA700-20S-PA28 complex","pbs-4"
"PA700-20S-PA28 complex","pas-1"
"PA700-20S-PA28 complex","rpt-2"
"PA700-20S-PA28 complex","rpt-6"
"PA700-20S-PA28 complex","rpt-4"
"PA700-20S-PA28 complex","rpn-1"
"PA700-20S-PA28 complex","rpn-7"
"PA700-20S-PA28 complex","rpn-2"
"PA700-20S-PA28 complex","rpn-9"
"PA28gamma-20S proteasome","pbs-6"
"PA28gamma-20S proteasome","pas-6"
"PA28gamma-20S proteasome","pas-2"
"PA28gamma-20S proteasome","pas-7"
"PA28gamma-20S proteasome","pas-3"
"PA28gamma-20S proteasome","pas-5"
"PA28gamma-20S proteasome","pbs-7"
"PA28gamma-20S proteasome","pbs-3"
"PA28gamma-20S proteasome","pbs-4"
"PA28gamma-20S proteasome","pas-1"
"PA28gamma-20S proteasome","CELE_Y66D12A.9"
"Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2, RBX1)","vhl-1"
"Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2, RBX1)","rbx-1"
"Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2, RBX1)","cul-2"
"Ubiquitin E3 ligase (ASB2, TCEB1, TCEB2, CUL5, RNF7)","cul-5"
"Ubiquitin E3 ligase (ASB2, TCEB1, TCEB2, CUL5, RNF7)","rbx-2"
"Ubiquitin E3 ligase (ASB1, TCEB1, TCEB2, CUL5, RNF7)","cul-5"
"Ubiquitin E3 ligase (ASB1, TCEB1, TCEB2, CUL5, RNF7)","rbx-2"
"Ubiquitin E3 ligase (ASB6, TCEB1, TCEB2, CUL5, RNF7)","cul-5"
"Ubiquitin E3 ligase (ASB6, TCEB1, TCEB2, CUL5, RNF7)","rbx-2"
"Ubiquitin E3 ligase (ASB7, TCEB1, TCEB2, CUL5, RNF7)","cul-5"
"Ubiquitin E3 ligase (ASB7, TCEB1, TCEB2, CUL5, RNF7)","rbx-2"
"Ubiquitin E3 ligase (ASB12, TCEB1, TCEB2, CUL5, RNF7)","cul-5"
"Ubiquitin E3 ligase (ASB12, TCEB1, TCEB2, CUL5, RNF7)","rbx-2"
"DNA ligase IV-XRCC1 complex","lig-4"
"Ubiquitin E3 ligase (WSB1, TCEB1, TCEB2, CUL5, RBX1)","rbx-1"
"Ubiquitin E3 ligase (WSB1, TCEB1, TCEB2, CUL5, RBX1)","cul-5"
"CAND1-CUL1-RBX1 complex","rbx-1"
"ARF-Mule complex","eel-1"
"CAND1-CUL2-RBX1 complex","rbx-1"
"CAND1-CUL2-RBX1 complex","cul-2"
"CAND1-CUL3-RBX1 complex","rbx-1"
"CAND1-CUL4A-RBX1 complex","rbx-1"
"CAND1-CUL4B-RBX1 complex","rbx-1"
"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1)","skpt-1"
"SMCC complex","rgr-1"
"SMCC complex","mdt-6"
"SMCC complex","cic-1"
"SMCC complex","mdt-21"
"SMCC complex","mdt-31"
"NAT complex","rgr-1"
"NAT complex","mdt-6"
"NAT complex","cic-1"
"NAT complex","mdt-21"
"NAT complex","mdt-10"
"NAT complex","sur-2"
"Mediator complex","mdt-19"
"Mediator complex","let-49"
"Mediator complex","rgr-1"
"Mediator complex","mdt-6"
"Mediator complex","cic-1"
"Mediator complex","mdt-21"
"Mediator complex","mdt-22"
"Mediator complex","mdt-8"
"Mediator complex","mdt-15"
"Mediator complex","mdt-10"
"Mediator complex","mdt-18"
"Mediator complex","mdt-20"
"Mediator complex","mdt-4"
"Mediator complex","mdt-17"
"Mediator complex","mdt-11"
"Mediator complex","sur-2"
"Mediator complex","mdt-31"
"ARC complex","let-49"
"ARC complex","rgr-1"
"ARC complex","mdt-6"
"ARC complex","mdt-8"
"ARC complex","mdt-15"
"ARC complex","mdt-4"
"ARC complex","mdt-17"
"ARC complex","acdh-9"
"ARC complex","sur-2"
"HuCHRAC complex","CELE_T26A5.8"
"HuCHRAC complex","athp-2"
"WICH complex","CELE_F53H1.4"
"SWI-SNF chromatin remodeling-related-BRCA1 complex","snfc-5"
"SWI-SNF chromatin remodeling-related-BRCA1 complex","swsn-3"
"BRCA1-CTIP-ZBRK1 repressor complex","com-1"
"RalBP1-CDC2-CCNB1 complex","rlbp-1"
"BRAFT complex","mlh-1"
"BRAFT complex","top-3"
"BRAFT complex","rmh-2"
"BLM complex III","mlh-1"
"BLM complex III","top-3"
"BLM complex III","rmh-2"
"RalBP1-CCNB1-AP2A-NUMB-EPN1 complex","rlbp-1"
"R/M complex (RAD50-MRE11 complex)","rad-50"
"ATR-ATRIP complex","atl-1"
"RAD17-RFC complex","hpr-17"
"RAD17-RFC complex","rfc-4"
"RAD17-RFC complex","rfc-2"
"RAD17-RFC complex","F44B9.8"
"RAD17-RFC complex","rfc-3"
"9-1-1-RAD17-RFC complex","mrt-2"
"9-1-1-RAD17-RFC complex","hus-1"
"9-1-1-RAD17-RFC complex","hpr-17"
"9-1-1-RAD17-RFC complex","rfc-4"
"9-1-1-RAD17-RFC complex","rfc-2"
"9-1-1-RAD17-RFC complex","F44B9.8"
"9-1-1-RAD17-RFC complex","rfc-3"
"RFC complex","rfc-4"
"RFC complex","rfc-2"
"RFC complex","F44B9.8"
"RFC complex","rfc-3"
"RFC core complex","rfc-4"
"RFC core complex","rfc-2"
"RFC core complex","F44B9.8"
"SNF2h-cohesin-NuRD complex","rba-1"
"SNF2h-cohesin-NuRD complex","athp-2"
"SNF2h-cohesin-NuRD complex","smc-3"
"CRSP complex","let-49"
"CRSP complex","rgr-1"
"CRSP complex","mdt-6"
"CRSP complex","mdt-21"
"CRSP complex","mdt-15"
"CRSP complex","mdt-17"
"CRSP complex","sur-2"
"PCNA-MLH1-PMS1 complex","pcn-1"
"PCNA-MLH1-PMS1 complex","mlh-1"
"PCNA-MSH2-MSH6 complex","pcn-1"
"PCNA-MSH2-MSH6 complex","msh-2"
"PCNA-MSH2-MSH6 complex","msh-6"
"ARC-L complex","let-49"
"ARC-L complex","rgr-1"
"ARC-L complex","mdt-6"
"ARC-L complex","cic-1"
"ARC-L complex","mdt-21"
"ARC-L complex","mdt-15"
"ARC-L complex","mdt-17"
"ARC-L complex","sur-2"
"ARC complex","cic-1"
"ARC complex","mdt-21"
"PCNA-DNA polymerase delta complex","pcn-1"
"PCNA-DNA polymerase delta complex","F10C2.4"
"PCNA-DNA polymerase delta complex","F12F6.7"
"VEGF transcriptional complex","exo-3"
"PC2 complex","let-49"
"PC2 complex","rgr-1"
"PC2 complex","mdt-6"
"PC2 complex","mdt-21"
"PC2 complex","mdt-10"
"PC2 complex","mdt-20"
"PC2 complex","mdt-17"
"PC2 complex","mdt-31"
"SMCC complex","let-49"
"SMCC complex","mdt-10"
"SMCC complex","mdt-20"
"SMCC complex","mdt-17"
"INO80 chromatin remodeling complex","mcrs-1"
"INO80 chromatin remodeling complex","ruvb-2"
"INO80 chromatin remodeling complex","ruvb-1"
"SRCAP-associated chromatin remodeling complex","zhit-1"
"SRCAP-associated chromatin remodeling complex","gfl-1"
"SRCAP-associated chromatin remodeling complex","C17E4.6"
"SRCAP-associated chromatin remodeling complex","arp-6"
"SRCAP-associated chromatin remodeling complex","ruvb-2"
"SRCAP-associated chromatin remodeling complex","ruvb-1"
"Ribosome, cytoplasmic","rps-17"
"Ribosome, cytoplasmic","rps-0"
"Ribosome, cytoplasmic","rps-2"
"Ribosome, cytoplasmic","rpl-33"
"Ribosome, cytoplasmic","rpl-7"
"Ribosome, cytoplasmic","rps-3"
"Ribosome, cytoplasmic","rps-12"
"Ribosome, cytoplasmic","rpl-13"
"Ribosome, cytoplasmic","rpl-12"
"Ribosome, cytoplasmic","rpl-9"
"Ribosome, cytoplasmic","rpl-22"
"Ribosome, cytoplasmic","rpl-4"
"Ribosome, cytoplasmic","rps-19"
"Ribosome, cytoplasmic","rpl-16"
"Ribosome, cytoplasmic","rpl-35"
"Ribosome, cytoplasmic","CELE_Y37E3.8"
"Ribosome, cytoplasmic","rpl-5"
"Ribosome, cytoplasmic","rpl-21"
"Ribosome, cytoplasmic","rpl-28"
"Ribosome, cytoplasmic","rps-9"
"Ribosome, cytoplasmic","rps-5"
"Ribosome, cytoplasmic","rpl-29"
"Ribosome, cytoplasmic","rpl-34"
"Ribosome, cytoplasmic","rpl-14"
"Ribosome, cytoplasmic","rps-20"
"Ribosome, cytoplasmic","rps-1"
"Ribosome, cytoplasmic","rpl-15"
"Ribosome, cytoplasmic","rpl-27"
"Ribosome, cytoplasmic","rpl-43"
"Ribosome, cytoplasmic","rps-7"
"Ribosome, cytoplasmic","rps-8"
"Ribosome, cytoplasmic","rps-22"
"Ribosome, cytoplasmic","rps-16"
"Ribosome, cytoplasmic","rps-14"
"Ribosome, cytoplasmic","rps-23"
"Ribosome, cytoplasmic","rps-18"
"Ribosome, cytoplasmic","rps-29"
"Ribosome, cytoplasmic","rps-13"
"Ribosome, cytoplasmic","rps-11"
"Ribosome, cytoplasmic","rpl-7A"
"Ribosome, cytoplasmic","rps-4"
"Ribosome, cytoplasmic","rps-6"
"Ribosome, cytoplasmic","rpl-23"
"Ribosome, cytoplasmic","rps-15"
"Ribosome, cytoplasmic","rps-24"
"Ribosome, cytoplasmic","rps-25"
"Ribosome, cytoplasmic","rps-28"
"Ribosome, cytoplasmic","rps-30"
"Ribosome, cytoplasmic","rpl-30"
"Ribosome, cytoplasmic","rpl-39"
"Ribosome, cytoplasmic","rpl-31"
"Ribosome, cytoplasmic","rpl-1"
"Ribosome, cytoplasmic","rpl-32"
"Ribosome, cytoplasmic","rpl-2"
"Ribosome, cytoplasmic","ubq-2"
"Ribosome, cytoplasmic","rpl-38"
"Ribosome, cytoplasmic","rps-21"
"Ribosome, cytoplasmic","rpl-24.1"
"Ribosome, cytoplasmic","rpl-36.A"
"Ribosome, cytoplasmic","rpl-19"
"Ribosome, cytoplasmic","rpl-20"
"Ribosome, cytoplasmic","rpl-6"
"Ribosome, cytoplasmic","rpl-18"
"Ribosome, cytoplasmic","rpl-36"
"60S ribosomal subunit, cytoplasmic","rpl-33"
"60S ribosomal subunit, cytoplasmic","rpl-7"
"60S ribosomal subunit, cytoplasmic","rpl-13"
"60S ribosomal subunit, cytoplasmic","rpl-12"
"60S ribosomal subunit, cytoplasmic","rpl-9"
"60S ribosomal subunit, cytoplasmic","rpl-22"
"60S ribosomal subunit, cytoplasmic","rpl-4"
"60S ribosomal subunit, cytoplasmic","rpl-16"
"60S ribosomal subunit, cytoplasmic","rpl-35"
"60S ribosomal subunit, cytoplasmic","CELE_Y37E3.8"
"60S ribosomal subunit, cytoplasmic","rpl-5"
"60S ribosomal subunit, cytoplasmic","rpl-21"
"60S ribosomal subunit, cytoplasmic","rpl-28"
"60S ribosomal subunit, cytoplasmic","rpl-29"
"60S ribosomal subunit, cytoplasmic","rpl-34"
"60S ribosomal subunit, cytoplasmic","rpl-14"
"60S ribosomal subunit, cytoplasmic","rpl-15"
"60S ribosomal subunit, cytoplasmic","rpl-27"
"60S ribosomal subunit, cytoplasmic","rpl-43"
"60S ribosomal subunit, cytoplasmic","rpl-7A"
"60S ribosomal subunit, cytoplasmic","rpl-23"
"60S ribosomal subunit, cytoplasmic","rpl-30"
"60S ribosomal subunit, cytoplasmic","rpl-39"
"60S ribosomal subunit, cytoplasmic","rpl-31"
"60S ribosomal subunit, cytoplasmic","rpl-1"
"60S ribosomal subunit, cytoplasmic","rpl-32"
"60S ribosomal subunit, cytoplasmic","rpl-2"
"60S ribosomal subunit, cytoplasmic","ubq-2"
"60S ribosomal subunit, cytoplasmic","rpl-38"
"60S ribosomal subunit, cytoplasmic","rpl-24.1"
"60S ribosomal subunit, cytoplasmic","rpl-36.A"
"60S ribosomal subunit, cytoplasmic","rpl-19"
"60S ribosomal subunit, cytoplasmic","rpl-20"
"60S ribosomal subunit, cytoplasmic","rpl-6"
"60S ribosomal subunit, cytoplasmic","rpl-18"
"60S ribosomal subunit, cytoplasmic","rpl-36"
"RC complex","F10C2.4"
"RC complex","F12F6.7"
"RC complex","rfc-3"
"RC complex","div-1"
"Cell cycle kinase complex CDC2","pcn-1"
"Cell cycle kinase complex CDK2","pcn-1"
"Cell cycle kinase complex CDK4","pcn-1"
"Cell cycle kinase complex CDK5","pcn-1"
"PCNA-p21 complex","pcn-1"
"28S ribosomal subunit, mitochondrial","mrps-12"
"28S ribosomal subunit, mitochondrial","mrps-14"
"28S ribosomal subunit, mitochondrial","dap-3"
"28S ribosomal subunit, mitochondrial","mrps-22"
"28S ribosomal subunit, mitochondrial","mrps-25"
"28S ribosomal subunit, mitochondrial","mrps-10"
"28S ribosomal subunit, mitochondrial","mrps-35"
"28S ribosomal subunit, mitochondrial","mrps-5"
"28S ribosomal subunit, mitochondrial","mrps-11"
"28S ribosomal subunit, mitochondrial","mrps-15"
"28S ribosomal subunit, mitochondrial","mrps-21"
"28S ribosomal subunit, mitochondrial","mrps-6"
"28S ribosomal subunit, mitochondrial","mrps-9"
"28S ribosomal subunit, mitochondrial","mrps-27"
"28S ribosomal subunit, mitochondrial","mrps-31"
"28S ribosomal subunit, mitochondrial","mrps-24"
"28S ribosomal subunit, mitochondrial","mrps-26"
"28S ribosomal subunit, mitochondrial","mrps-30"
"28S ribosomal subunit, mitochondrial","mrps-33"
"28S ribosomal subunit, mitochondrial","mrps-28"
"28S ribosomal subunit, mitochondrial","mrps-7"
"28S ribosomal subunit, mitochondrial","mrps-2"
"28S ribosomal subunit, mitochondrial","mrps-16"
"28S ribosomal subunit, mitochondrial","mrps-18.c"
"28S ribosomal subunit, mitochondrial","mrps-23"
"28S ribosomal subunit, mitochondrial","mrps-18b"
"55S ribosome, mitochondrial","mrps-12"
"55S ribosome, mitochondrial","mrps-14"
"55S ribosome, mitochondrial","mrps-18C"
"55S ribosome, mitochondrial","mrpl-19"
"55S ribosome, mitochondrial","dap-3"
"55S ribosome, mitochondrial","mrpl-12"
"55S ribosome, mitochondrial","mrps-22"
"55S ribosome, mitochondrial","mrps-25"
"55S ribosome, mitochondrial","mrps-10"
"55S ribosome, mitochondrial","mrps-35"
"55S ribosome, mitochondrial","mrps-5"
"55S ribosome, mitochondrial","mrps-11"
"55S ribosome, mitochondrial","mrps-15"
"55S ribosome, mitochondrial","mrps-21"
"55S ribosome, mitochondrial","mrps-6"
"55S ribosome, mitochondrial","mrps-9"
"55S ribosome, mitochondrial","lact-9"
"55S ribosome, mitochondrial","mrpl-28"
"55S ribosome, mitochondrial","mrpl-49"
"55S ribosome, mitochondrial","mrpl-23"
"55S ribosome, mitochondrial","mrpl-51"
"55S ribosome, mitochondrial","mrpl-2"
"55S ribosome, mitochondrial","mrpl-54"
"55S ribosome, mitochondrial","mrpl-14"
"55S ribosome, mitochondrial","mrpl-21"
"55S ribosome, mitochondrial","mrpl-55"
"55S ribosome, mitochondrial","mrpl-10"
"55S ribosome, mitochondrial","mrpl-41"
"55S ribosome, mitochondrial","mrpl-50"
"55S ribosome, mitochondrial","mrpl-34"
"55S ribosome, mitochondrial","mrpl-30"
"55S ribosome, mitochondrial","mrps-27"
"55S ribosome, mitochondrial","mrps-31"
"55S ribosome, mitochondrial","mrpl-24"
"55S ribosome, mitochondrial","mrpl-38"
"55S ribosome, mitochondrial","mrps-24"
"55S ribosome, mitochondrial","mrpl-48"
"55S ribosome, mitochondrial","mrpl-45"
"55S ribosome, mitochondrial","mrpl-20"
"55S ribosome, mitochondrial","mrpl-13"
"55S ribosome, mitochondrial","mrpl-9"
"55S ribosome, mitochondrial","mrpl-4"
"55S ribosome, mitochondrial","mrpl-1"
"55S ribosome, mitochondrial","mrps-26"
"55S ribosome, mitochondrial","mrpl-37"
"55S ribosome, mitochondrial","mrpl-18"
"55S ribosome, mitochondrial","mrpl-46"
"55S ribosome, mitochondrial","mrpl-44"
"55S ribosome, mitochondrial","mrpl-47"
"55S ribosome, mitochondrial","mrps-30"
"55S ribosome, mitochondrial","mrpl-40"
"55S ribosome, mitochondrial","mrpl-17"
"55S ribosome, mitochondrial","mrpl-22"
"55S ribosome, mitochondrial","mrpl-16"
"55S ribosome, mitochondrial","mrpl-39"
"55S ribosome, mitochondrial","mrpl-35"
"55S ribosome, mitochondrial","mrpl-15"
"55S ribosome, mitochondrial","mrps-33"
"55S ribosome, mitochondrial","mrps-28"
"55S ribosome, mitochondrial","mrps-7"
"55S ribosome, mitochondrial","mrps-2"
